marker,tag,a_1311,a_1592,a_2713,a_8006,a_18178
6,2,611,815,,,
6,3,608,919,,,
6,1,619,838,,,
6,2,615,884,,,
6,3,608,909,,,
6,1,621,889,,,
6,2,610,951,,,
6,3,603,976,861,,
6,1,600,822,,,
6,2,607,921,,,
6,3,596,961,838,,
6,1,548,999,841,,
6,2,636,915,,,
6,3,589,990,849,,
6,1,564,831,,,
6,2,608,889,,,
6,3,583,854,,,
6,1,575,881,,,
6,2,602,982,842,,
6,3,577,853,,,
6,1,571,986,863,,
6,2,584,869,,,
6,3,574,892,,,
6,1,557,831,,,
6,2,578,858,,,
6,3,569,833,,,
6,1,542,983,810,,
6,2,584,826,,,
6,3,558,821,,,
6,1,549,972,795,,
6,2,575,822,,,
6,3,553,999,823,,
6,1,540,794,,,
6,2,551,803,,,
6,3,546,994,823,,
6,1,554,987,,,
6,2,553,804,,,
6,3,542,977,817,,
6,1,540,981,800,,
6,2,553,813,,,
6,3,541,977,810,,
6,1,546,795,,,
6,2,546,987,817,,
6,3,529,980,805,,
6,1,540,997,786,,
6,2,589,985,813,,
6,3,520,983,786,,
6,1,556,998,807,,
6,2,595,972,806,,
6,3,515,968,780,,
6,1,560,992,825,,
6,2,567,970,798,,
6,3,507,953,771,,
6,1,528,988,822,,
6,2,557,964,795,,
6,3,510,946,767,,
6,1,530,976,794,,
6,2,552,958,795,,
6,3,493,950,765,,
6,1,537,958,788,,
6,2,556,956,792,,
6,3,478,956,762,,
6,1,539,947,779,,
6,2,537,952,783,,
6,3,471,954,769,,
6,1,532,941,768,,
6,2,531,949,772,,
6,3,521,944,764,,
6,1,529,942,749,,
6,2,533,947,767,,
6,3,546,931,756,,
6,1,526,945,767,,
6,2,545,942,776,,
6,3,522,929,765,,
6,1,505,937,764,,
6,2,529,944,780,,
6,3,480,928,762,,
6,1,497,933,761,,
6,2,454,947,765,,
6,3,445,927,756,,
6,1,494,933,757,,
6,2,453,939,,,
6,3,477,921,753,,
6,1,499,933,759,,
6,2,463,919,746,,
6,3,482,908,749,,
6,1,550,930,759,,
6,2,465,932,736,997,
6,3,456,907,745,996,
6,1,523,925,752,,
6,2,459,934,719,992,
6,3,462,913,738,997,
6,1,504,932,756,,
6,2,464,900,701,983,
6,3,462,908,734,,
6,1,492,937,772,,
6,2,457,867,737,982,
6,3,469,897,729,992,
6,1,487,932,749,,
6,2,452,851,765,981,
6,3,461,886,724,990,
6,1,484,929,739,,
6,2,446,850,762,977,
6,3,454,882,719,986,
6,1,480,918,730,,
6,2,445,848,751,972,
6,3,454,878,711,987,
6,1,477,909,728,,
6,2,440,840,743,972,
6,3,454,878,715,986,
6,1,478,906,729,,
6,2,436,844,788,968,
6,3,442,887,714,981,
6,1,899,733,997,,
6,2,840,780,965,,
6,3,896,711,979,,
6,1,474,888,741,,
6,2,429,842,734,973,
6,3,432,897,710,974,
6,1,472,884,748,997,
6,2,419,833,716,966,
6,3,428,874,733,977,
6,1,472,877,747,996,
6,2,415,837,718,955,
6,3,423,838,742,975,
6,1,467,872,740,991,
6,2,411,825,711,946,
6,3,415,886,742,966,
6,1,458,741,987,,
6,2,407,713,946,,
6,3,416,734,969,,
6,1,452,870,731,982,
6,2,401,829,717,945,
6,3,413,870,704,968,
6,1,866,752,977,,
6,2,820,711,950,,
6,3,859,690,961,,
6,1,437,867,688,979,
6,2,399,812,708,947,
6,3,406,852,686,955,
6,1,449,871,685,974,
6,2,394,809,705,939,
6,3,405,845,689,950,
6,1,450,852,693,975,
6,2,386,805,701,930,
6,3,394,834,681,946,
6,1,432,804,700,970,
6,2,383,802,797,924,
6,3,394,836,677,939,
6,1,410,791,728,968,
6,2,381,794,689,928,
6,3,393,844,677,933,
6,1,401,788,719,961,
6,2,378,789,672,918,
6,3,394,845,668,934,
6,1,399,785,727,958,
6,2,375,791,675,914,
6,3,389,839,665,927,
6,1,397,781,716,974,
6,2,367,788,681,910,
6,3,385,838,656,924,
6,1,394,783,709,981,
6,2,367,786,662,907,
6,3,381,812,653,926,
6,1,395,774,700,998,
6,2,361,777,641,902,
6,3,379,847,658,924,
6,1,391,772,696,965,
6,2,355,770,646,899,
6,3,378,840,650,918,
6,1,383,798,691,963,
6,2,352,764,648,884,
6,3,375,835,646,913,
6,1,385,776,687,971,
6,2,351,764,629,889,
6,3,372,811,644,909,
6,1,378,767,681,975,
6,2,345,757,618,892,
6,3,370,799,636,908,
6,1,369,813,674,958,
6,2,345,757,701,882,
6,3,366,788,630,905,
6,1,365,797,669,941,
6,2,350,758,700,875,
6,3,367,782,625,904,
6,1,364,792,669,936,
6,2,338,750,659,870,
6,3,361,785,635,901,
6,1,364,794,664,933,
6,2,333,746,651,865,
6,3,354,782,639,892,
6,1,361,780,663,919,
6,2,330,748,643,863,
6,3,356,784,636,893,
6,1,365,774,656,912,
6,2,322,746,637,861,
6,3,355,790,615,890,
6,1,363,772,651,904,
6,2,320,745,628,857,
6,3,354,795,620,887,
6,1,364,766,652,901,
6,2,318,736,647,854,
6,3,352,806,623,887,
6,1,358,767,646,888,
6,2,316,734,649,852,
6,3,348,803,622,877,
6,1,356,762,637,888,
6,2,312,742,658,846,
6,3,347,742,628,875,
6,1,350,759,626,881,
6,2,308,734,657,845,
6,3,344,742,636,872,
6,1,340,766,627,879,
6,2,304,727,649,848,
6,3,346,744,665,876,
6,1,332,763,675,875,
6,2,307,725,648,850,
6,3,336,727,617,870,
6,1,327,758,678,879,
6,2,299,721,648,837,
6,3,331,736,619,863,
6,1,322,760,682,871,
6,2,299,720,650,831,
6,3,327,763,623,863,
6,1,310,761,686,868,
6,2,294,716,645,825,
6,3,326,760,594,863,
6,1,309,764,647,869,
6,2,293,719,639,824,
6,3,978,321,754,647,862
6,1,311,771,639,859,
6,2,288,719,635,823,
6,3,997,315,745,652,858
6,1,316,762,649,861,
6,2,284,714,632,822,
6,3,996,315,738,649,849
6,1,324,746,628,860,
6,2,282,707,634,818,
6,3,999,310,740,601,850
6,1,319,736,632,855,
6,2,274,704,630,816,
6,3,997,311,741,620,846
6,1,319,736,646,848,
6,2,272,716,667,812,
6,3,994,302,725,574,844
6,1,996,319,733,654,845
6,2,275,707,662,810,
6,3,986,301,738,641,844
6,1,316,735,658,848,
6,2,272,703,661,806,
6,3,294,748,631,842,
6,1,308,734,661,846,
6,2,273,702,681,805,
6,3,293,745,622,836,
6,1,305,736,652,848,
6,2,270,694,703,799,
6,3,294,746,629,830,
6,1,303,737,641,848,
6,2,272,697,656,803,
6,3,285,757,640,820,
6,1,293,735,655,850,
6,2,270,699,653,802,
6,3,287,738,648,820,
6,1,296,728,668,848,
6,2,266,678,665,806,
6,3,281,744,626,814,
6,1,728,615,858,,
6,2,686,668,801,,
6,3,743,634,808,,
6,1,297,723,621,870,
6,2,269,719,642,803,
6,3,274,729,629,803,
6,1,307,719,670,869,
6,2,261,651,657,799,
6,3,265,701,625,804,
6,1,294,714,647,868,
6,2,249,679,661,796,
6,3,267,730,624,795,
6,1,295,713,617,815,
6,2,247,716,672,790,
6,3,263,710,632,789,
6,1,303,711,676,809,
6,2,257,736,629,790,
6,3,260,696,627,784,
6,1,307,693,656,807,
6,2,256,643,671,797,
6,3,257,715,621,787,
6,1,313,682,668,809,
6,2,252,636,685,797,
6,3,264,696,625,789,
6,1,287,675,625,808,
6,2,247,714,688,795,
6,3,256,700,637,788,
6,1,318,674,608,812,
6,2,248,713,651,798,
6,3,253,712,635,789,
6,1,296,740,668,812,
6,2,255,707,662,793,
6,3,254,695,629,780,
6,1,287,719,667,809,
6,2,256,716,663,806,
6,3,249,694,631,770,
6,1,264,698,672,800,
6,2,254,758,652,808,
6,3,250,687,634,776,
6,1,265,739,663,797,
6,2,249,706,642,802,
6,3,247,666,635,775,
6,1,270,718,655,790,
6,2,242,704,651,801,
6,3,247,660,630,777,
6,1,265,700,656,795,
6,2,241,726,665,809,
6,3,246,662,632,769,
6,1,264,719,637,798,
6,2,242,761,671,805,
6,3,247,659,645,765,
6,1,268,698,641,801,
6,2,240,699,675,809,
6,3,244,650,644,767,
6,1,270,692,649,794,
6,2,246,744,660,837,
6,3,241,629,643,778,
6,1,255,699,646,798,
6,2,249,707,654,817,
6,3,243,643,648,779,
6,1,249,706,626,801,
6,2,249,736,654,817,
6,3,239,707,656,771,
6,1,257,729,646,801,
6,2,252,670,651,784,
6,3,243,672,672,766,
6,1,246,704,647,789,
6,2,249,658,651,779,
6,3,246,660,657,760,
6,1,245,707,649,786,
6,2,247,755,659,793,
6,3,241,658,660,759,
6,1,237,715,639,788,
6,2,250,764,662,787,
6,3,239,646,664,757,
6,1,234,741,667,787,
6,2,242,663,662,781,
6,3,235,630,676,761,
6,1,234,655,661,783,
6,2,244,696,649,782,
6,3,235,631,644,757,
6,1,240,684,655,784,
6,2,237,682,649,781,
6,3,236,636,641,761,
6,1,239,665,666,785,
6,2,236,726,651,786,
6,3,237,623,649,763,
6,1,234,670,665,790,
6,2,230,697,658,783,
6,3,234,625,663,751,
6,1,234,716,669,790,
6,2,227,689,664,777,
6,3,233,628,674,754,
6,1,234,674,629,787,
6,2,227,681,683,766,
6,3,234,623,654,768,
6,1,234,653,644,787,
6,2,233,690,671,771,
6,3,230,614,647,762,
6,1,232,643,655,765,
6,2,234,747,667,757,
6,3,233,617,670,762,
6,1,233,622,665,788,
6,2,231,712,704,762,
6,3,230,620,674,774,
6,1,223,615,659,796,
6,2,234,608,698,770,
6,3,238,606,670,764,
6,1,224,655,651,770,
6,2,235,638,699,769,
6,3,245,597,660,759,
6,1,228,627,640,772,
6,2,236,670,696,770,
6,3,250,612,643,775,
6,1,223,646,711,773,
6,2,233,680,697,772,
6,3,243,632,656,767,
6,1,230,618,696,779,
6,2,239,607,696,750,
6,3,249,626,669,771,
6,1,236,628,689,770,
6,2,236,599,697,804,
6,3,246,629,673,746,
6,1,233,615,676,811,
6,2,230,602,697,789,
6,3,272,618,674,758,
6,1,231,692,662,772,
6,2,235,569,701,795,
6,3,304,614,674,745,
6,1,250,631,670,766,
6,2,234,574,698,773,
6,3,272,640,678,757,
6,1,613,680,766,,
6,2,556,701,766,,
6,3,579,698,770,,
6,1,237,643,688,764,
6,2,251,541,697,779,
6,3,256,562,704,803,
6,1,242,633,694,820,
6,2,251,562,704,809,
6,3,249,573,707,768,
6,1,256,613,693,754,
6,2,252,595,705,795,
6,3,251,574,711,769,
6,1,248,647,694,773,
6,2,253,524,709,791,
6,3,254,572,714,827,
6,1,254,588,695,825,
6,2,270,555,715,787,
6,3,261,533,711,773,
6,1,257,594,692,816,
6,2,281,602,716,793,
6,3,262,581,711,782,
6,1,257,590,691,770,
6,2,289,586,714,753,
6,3,299,570,717,756,
6,1,271,520,700,793,
6,2,270,564,720,738,
6,3,292,569,711,743,
6,1,275,528,702,795,
6,2,256,564,715,738,
6,3,265,584,724,718,
6,1,262,541,725,772,
6,2,255,567,777,743,
6,3,258,514,716,773,
6,1,264,546,725,753,
6,2,259,555,752,751,
6,3,265,495,702,800,
6,1,258,545,709,784,
6,2,256,545,745,740,
6,3,279,527,720,742,
6,1,256,542,766,,
6,2,266,540,733,751,
6,3,276,592,733,743,
6,1,265,510,734,757,
6,2,265,540,728,748,
6,3,276,539,737,737,
6,1,276,551,813,787,
6,2,269,530,714,740,
6,3,287,566,724,727,
6,1,286,524,745,765,
6,2,271,523,719,742,
6,3,296,556,716,728,
6,1,275,554,752,741,
6,2,289,518,732,745,
6,3,317,561,707,727,
6,1,280,557,715,730,
6,2,287,530,742,720,
6,3,348,570,743,739,
6,1,278,545,730,767,
6,2,289,557,749,726,
6,3,321,525,748,724,
6,1,275,546,724,737,
6,2,292,596,759,728,
6,3,306,547,733,766,
6,1,270,526,732,738,
6,2,292,557,761,732,
6,3,308,550,788,762,
6,1,274,524,747,738,
6,2,295,540,748,743,
6,3,348,549,781,750,
6,1,275,528,756,726,
6,2,298,552,744,742,
6,3,329,550,765,753,
6,1,281,535,766,730,
6,2,300,585,838,739,
6,3,322,537,764,742,
6,1,283,532,798,719,
6,2,308,575,890,774,
6,3,318,545,773,760,
6,1,286,542,794,698,
6,2,314,574,864,764,
6,3,317,553,757,,
6,1,286,545,845,767,
6,2,317,560,872,762,
6,3,322,558,800,742,
6,1,290,549,832,761,
6,2,318,581,806,764,
6,3,324,583,798,783,
6,1,294,544,785,757,
6,2,322,565,815,776,
6,3,326,591,809,780,
6,2,321,575,818,781,
6,3,326,617,824,769,
6,1,301,546,777,753,
6,2,325,578,814,787,
6,3,326,590,839,765,
6,1,299,552,798,755,
6,2,329,588,812,790,
6,1,297,576,801,752,
6,2,333,586,797,,
6,3,329,565,866,796,
6,2,335,580,839,802,
6,1,314,560,800,770,
6,2,343,544,858,802,
6,3,349,563,861,772,
6,1,313,574,825,768,
6,2,347,597,864,798,
6,3,364,581,854,765,
6,1,307,562,833,767,
6,2,356,630,870,792,
6,3,368,604,839,767,
6,2,392,586,864,795,
6,1,338,595,874,773,
6,2,380,628,862,792,
6,2,354,622,866,788,
6,2,362,628,865,791,
6,2,368,611,871,795,
6,2,359,646,872,791,
6,3,416,557,887,775,
6,2,636,879,795,,
6,2,431,579,875,799,
6,3,362,546,824,,
6,2,414,568,882,803,
6,2,432,574,888,813,
6,1,357,572,778,,
6,1,354,572,788,,
6,2,400,591,915,815,
6,2,373,584,932,821,
6,3,407,566,979,781,
6,2,939,825,,,
6,2,392,666,908,830,
6,1,379,575,908,812,
6,1,391,577,910,816,
6,2,399,643,927,846,
6,3,420,653,979,854,
6,2,399,674,944,839,
6,1,393,588,919,825,
6,2,402,618,882,846,
6,2,406,617,880,848,
6,2,402,617,926,857,
6,2,414,639,941,862,
6,3,437,643,932,857,
6,2,432,649,943,864,
6,2,440,648,937,869,
6,2,452,646,929,863,
6,2,455,646,923,866,
6,1,436,637,856,,
6,2,432,657,925,868,
6,2,414,657,929,875,
6,3,450,670,969,869,
6,1,425,655,859,,
6,3,474,671,964,918,
6,2,426,686,934,890,
6,3,516,710,970,948,
6,2,441,691,925,899,
6,3,492,697,968,892,
6,2,481,653,991,929,
6,3,478,698,949,918,
6,2,481,668,927,946,
6,2,488,683,942,921,
6,3,484,657,975,946,
6,1,503,665,934,898,
6,2,492,694,916,,
6,3,505,662,927,,
6,1,494,657,986,905,
6,1,485,667,896,,
6,3,551,680,951,935,
6,2,523,679,961,918,
6,1,522,656,949,964,
6,2,514,691,961,927,
6,2,484,698,960,932,
6,1,488,655,932,,
6,2,475,697,968,937,
6,3,699,911,,,
6,1,470,659,935,912,
6,3,505,691,924,,
6,3,501,696,930,,
6,3,505,700,930,,
6,2,528,695,990,,
6,3,508,687,928,,
6,1,483,689,921,,
6,2,545,681,939,,
6,1,483,697,930,933,
6,3,508,677,977,918,
6,1,492,661,947,949,
6,1,494,661,947,915,
6,3,492,693,954,997,
6,1,472,696,905,,
6,2,490,732,911,,
6,1,463,718,899,,
6,2,475,672,898,,
6,3,479,671,945,,
6,1,452,691,905,,
6,2,468,697,901,,
6,1,460,684,910,,
6,1,453,684,900,,
6,1,460,677,908,,
6,3,497,697,907,,
6,3,504,711,927,,
6,3,469,688,979,,
6,3,480,673,920,,
6,3,495,675,954,,
6,1,468,686,952,907,
6,3,504,659,967,,
6,3,502,670,919,,
6,2,715,974,,,
6,3,516,681,968,,
6,3,520,666,960,,
6,1,484,679,991,969,
6,1,488,681,962,957,
6,3,522,672,935,,
6,1,487,677,969,931,
6,2,513,707,946,,
6,1,485,675,954,932,
6,2,511,710,946,,
6,1,484,670,960,933,
6,2,508,711,950,,
6,1,484,668,961,935,
6,2,507,713,954,,
6,1,485,663,958,939,
6,2,506,719,954,,
6,3,515,677,908,,
6,1,483,664,961,937,
6,2,500,752,963,,
6,3,515,674,903,,
6,1,484,664,961,938,
6,3,516,675,909,,
6,1,486,664,970,931,
6,3,518,675,907,,
6,3,519,676,908,,
6,1,484,669,971,927,
6,3,519,675,908,,
6,3,517,673,909,,
6,1,483,667,973,921,
6,3,516,670,912,,
6,2,532,751,976,,
6,3,518,675,916,,
6,1,477,664,967,908,
6,3,514,676,912,,
6,3,514,674,913,,
6,3,522,675,915,,
6,3,523,675,921,,
6,3,527,672,,,
6,3,522,673,913,,
6,3,534,672,917,,
6,2,536,761,971,,
6,3,512,675,916,,
6,3,528,674,917,,
6,2,540,670,975,,
6,3,557,671,920,,
6,2,546,688,976,,
6,3,559,671,917,,
6,2,527,690,977,,
6,3,563,676,911,,
6,1,537,678,984,,
6,3,538,678,913,,
6,1,506,667,965,912,
6,3,521,679,912,,
6,1,497,665,963,916,
6,2,530,700,941,,
6,2,708,961,,,
6,2,510,710,914,,
6,1,496,688,947,915,
6,1,505,693,946,917,
6,2,557,701,973,932,
6,1,504,702,947,909,
6,3,522,674,902,,
6,1,497,696,946,911,
6,1,695,946,912,,
6,2,741,979,968,,
6,1,497,697,948,908,
6,2,556,731,983,966,
6,1,494,701,948,906,
6,1,492,699,946,908,
6,3,527,671,904,,
6,1,496,698,948,907,
6,1,503,696,959,905,
6,1,504,697,963,907,
6,3,535,674,902,,
6,1,505,698,962,911,
6,3,533,674,903,,
6,1,501,700,954,911,
6,1,498,673,960,910,
6,1,497,692,950,912,
6,2,531,708,978,960,
6,1,499,699,943,913,
6,2,534,704,985,964,
6,1,506,700,952,900,
6,1,507,700,947,905,
6,1,509,702,949,907,
6,1,513,706,951,904,
6,1,507,701,954,909,
6,1,510,700,963,910,
6,1,512,707,965,909,
6,1,504,702,963,910,
6,1,498,703,952,903,
6,2,533,706,977,961,
6,1,497,703,951,900,
6,1,492,701,956,902,
6,2,507,706,977,964,
6,1,487,704,984,909,
6,1,500,708,951,913,
6,2,503,699,978,964,
6,1,510,677,954,913,
6,2,515,701,964,,
6,1,510,688,953,917,
6,2,552,704,981,961,
6,1,507,699,916,,
6,1,504,699,961,907,
6,2,530,712,981,962,
6,1,504,704,963,901,
6,2,547,714,980,965,
6,1,506,705,905,,
6,2,558,709,982,963,
6,3,528,667,908,,
6,1,507,698,908,,
6,1,531,696,906,,
6,1,539,703,978,912,
6,2,509,711,983,962,
6,1,540,697,998,908,
6,1,528,699,907,,
6,2,517,707,967,,
6,1,495,700,957,904,
6,2,501,705,982,965,
6,1,484,704,958,906,
6,2,706,977,964,,
6,2,497,706,980,964,
6,1,478,701,965,908,
6,2,500,709,979,960,
6,1,481,654,961,904,
6,2,501,709,976,960,
6,1,484,696,954,901,
6,2,499,705,979,968,
6,1,486,702,945,903,
6,2,484,712,982,965,
6,1,484,701,947,905,
6,1,484,701,949,905,
6,2,512,706,979,961,
6,1,479,699,960,905,
6,3,524,673,913,,
6,1,480,662,958,905,
6,2,504,705,984,960,
6,1,484,663,957,903,
6,1,486,702,960,906,
6,1,486,702,955,906,
6,1,487,701,957,904,
6,1,484,703,948,903,
6,1,486,699,944,906,
6,1,484,697,904,,
6,3,515,674,909,,
6,1,486,700,948,904,
6,1,489,702,946,905,
6,1,484,702,947,908,
6,1,481,703,961,901,
6,1,487,703,963,907,
6,1,486,706,967,906,
6,1,485,705,955,908,
6,1,484,703,951,906,
6,1,485,700,956,906,
6,2,485,705,960,,
6,1,484,703,952,907,
6,2,486,706,979,964,
6,1,485,704,955,907,
6,1,482,702,950,907,
6,1,483,703,955,907,
6,2,486,703,982,966,
6,1,489,705,948,906,
6,2,486,705,979,966,
6,1,483,702,952,906,
6,2,485,708,979,963,
6,1,488,702,904,,
6,2,490,706,977,965,
6,1,486,701,951,907,
6,1,483,704,954,907,
6,2,486,706,977,966,
6,1,487,699,952,906,
6,2,484,709,979,968,
6,1,701,954,907,,
6,2,707,979,969,,
6,1,484,701,956,908,
6,2,485,710,979,962,
6,1,484,701,957,908,
6,1,483,659,952,907,
6,2,485,706,981,963,
6,1,486,699,948,904,
6,1,488,698,948,906,
6,2,488,710,977,966,
6,1,485,701,952,904,
6,2,486,708,982,965,
6,1,486,700,946,905,
6,1,487,698,946,907,
6,2,488,711,984,964,
6,1,484,665,951,907,
6,2,486,709,981,968,
6,1,480,702,954,908,
6,2,490,704,982,968,
6,1,484,699,958,904,
6,1,486,703,955,905,
6,2,486,704,974,968,
6,1,485,680,948,906,
6,2,485,702,982,966,
6,1,485,691,951,906,
6,2,491,704,966,,
6,1,484,676,953,905,
6,1,486,686,952,906,
6,1,484,699,951,905,
6,2,488,709,981,968,
6,1,485,699,950,907,
6,2,488,709,985,967,
6,1,486,700,949,907,
6,2,488,707,981,966,
6,1,486,674,948,908,
6,2,489,706,983,964,
6,1,485,684,957,908,
6,2,487,706,984,962,
6,1,482,697,950,906,
6,2,487,705,984,967,
6,1,484,701,951,907,
6,2,488,709,977,965,
6,1,487,702,954,901,
6,1,482,700,954,904,
6,2,486,705,977,968,
6,1,479,703,952,904,
6,2,489,704,978,966,
6,1,484,700,946,908,
6,2,488,705,977,962,
6,1,488,704,949,904,
6,2,487,706,979,967,
6,1,482,705,950,908,
6,2,487,708,980,967,
6,1,485,703,952,905,
6,2,491,710,979,966,
6,1,486,702,955,904,
6,2,490,705,981,965,
6,1,486,702,949,903,
6,2,487,709,981,962,
6,1,486,699,950,902,
6,2,486,705,964,,
6,1,486,703,955,903,
6,2,489,705,982,967,
6,1,486,629,952,904,
6,2,488,708,983,961,
6,1,483,688,950,904,
6,2,487,710,980,964,
6,1,484,702,953,906,
6,2,489,707,980,966,
6,1,482,701,951,906,
6,2,487,708,978,966,
6,1,487,704,949,905,
6,2,486,708,980,962,
6,1,486,704,905,,
6,2,487,705,979,965,
6,1,484,703,951,903,
6,2,487,707,982,969,
6,1,481,703,953,905,
6,2,488,700,977,962,
6,1,481,701,957,905,
6,2,486,709,979,962,
6,1,484,700,956,907,
6,2,485,709,980,962,
6,1,482,700,956,902,
6,2,488,707,979,962,
6,1,485,699,953,907,
6,2,487,707,978,969,
6,1,489,701,949,904,
6,2,487,707,977,966,
6,1,485,703,948,907,
6,2,487,707,965,,
6,1,485,674,952,901,
6,2,490,707,978,967,
6,1,483,688,951,906,
6,2,490,708,981,967,
6,1,662,955,902,,
6,2,703,984,962,,
6,1,484,700,952,903,
6,2,486,704,982,966,
6,1,486,701,951,903,
6,1,483,703,951,903,
6,2,489,707,977,966,
6,1,486,703,949,903,
6,2,487,708,977,965,
6,1,484,700,951,903,
6,2,486,706,976,965,
6,1,483,699,953,902,
6,2,489,702,973,962,
6,1,481,703,953,903,
6,2,492,704,978,964,
6,1,483,702,952,904,
6,2,487,705,980,965,
6,1,481,676,951,905,
6,2,486,705,981,967,
6,1,484,646,956,904,
6,2,486,709,981,966,
6,1,483,702,953,908,
6,2,487,704,987,965,
6,1,484,697,950,904,
6,2,489,706,988,963,
6,1,484,701,954,903,
6,2,490,706,985,963,
6,1,486,700,951,904,
6,2,487,706,984,963,
6,1,483,700,951,903,
6,2,487,709,981,965,
6,1,484,701,953,905,
6,2,488,706,986,965,
6,1,487,701,949,907,
6,2,486,704,985,968,
6,1,483,704,954,904,
6,2,485,705,980,966,
6,1,485,704,957,905,
6,2,485,705,984,966,
6,1,484,676,952,903,
6,2,486,701,984,968,
6,3,528,673,912,,
6,1,484,659,946,905,
6,2,487,708,984,965,
6,1,482,686,946,905,
6,2,487,707,980,970,
6,1,484,669,950,906,
6,2,486,706,982,965,
6,1,484,700,955,904,
6,2,487,704,982,964,
6,1,485,700,953,903,
6,2,487,701,980,964,
6,1,482,703,952,904,
6,2,485,703,965,,
6,1,484,702,951,903,
6,2,485,707,983,962,
6,1,484,701,950,903,
6,2,487,706,985,962,
6,1,486,705,947,907,
6,2,486,705,981,963,
6,1,484,702,949,903,
6,2,488,707,981,968,
6,1,484,700,947,906,
6,2,489,707,983,965,
6,1,481,674,950,902,
6,2,488,706,977,968,
6,1,484,687,907,,
6,2,487,710,965,,
6,1,484,696,954,908,
6,2,487,711,983,968,
6,1,481,660,952,903,
6,2,488,705,978,965,
6,1,483,698,954,903,
6,2,488,707,980,960,
6,1,482,697,950,903,
6,2,485,707,984,966,
6,1,484,701,950,902,
6,2,486,708,979,967,
6,1,486,702,952,903,
6,2,488,705,981,967,
6,1,488,704,907,,
6,2,487,704,980,965,
6,1,484,703,948,907,
6,2,486,706,977,968,
6,1,484,674,950,904,
6,2,490,706,983,964,
6,3,523,670,910,,
6,1,485,689,954,908,
6,2,487,705,981,962,
6,1,952,904,,,
6,2,978,965,,,
6,1,485,696,954,906,
6,2,485,709,981,966,
6,1,484,697,953,904,
6,2,489,705,981,970,
6,1,486,669,951,909,
6,2,488,708,981,961,
6,1,484,687,954,904,
6,2,487,706,980,968,
6,1,485,703,954,907,
6,2,486,705,979,966,
6,1,484,704,951,903,
6,2,485,709,981,962,
6,1,483,703,951,906,
6,1,484,704,948,907,
6,2,487,705,982,965,
6,1,484,702,950,903,
6,2,487,705,978,962,
6,1,481,701,952,907,
6,2,489,707,980,967,
6,1,484,702,950,908,
6,2,488,705,984,961,
6,1,485,673,954,907,
6,2,487,709,968,,
6,1,484,690,954,904,
6,2,484,709,981,967,
6,1,483,697,950,907,
6,2,486,709,983,962,
6,3,572,671,905,,
6,1,484,656,955,902,
6,2,485,706,979,968,
6,1,485,699,951,901,
6,2,485,705,979,970,
6,1,485,702,952,906,
6,2,486,707,980,966,
6,1,486,704,955,908,
6,2,486,707,978,962,
6,1,483,704,955,904,
6,2,489,704,980,968,
6,1,483,702,951,907,
6,2,486,705,977,962,
6,1,482,704,958,907,
6,2,484,706,980,966,
6,1,486,701,950,901,
6,2,486,703,981,966,
6,1,484,701,949,906,
6,2,486,704,979,966,
6,1,488,701,954,905,
6,2,487,707,976,962,
6,1,484,700,953,906,
6,2,487,704,977,966,
6,1,486,700,946,904,
6,2,487,708,983,965,
6,1,484,698,903,,
6,2,485,706,960,,
6,1,484,701,948,906,
6,2,489,705,981,965,
6,1,483,702,951,907,
6,2,489,708,980,964,
6,1,483,701,950,906,
6,2,486,708,984,964,
6,1,487,700,954,907,
6,1,487,701,951,907,
6,2,485,707,978,962,
6,3,556,674,905,,
6,1,486,698,950,907,
6,2,487,707,965,,
6,1,484,699,955,906,
6,2,487,707,979,962,
6,1,488,701,948,905,
6,2,487,710,979,966,
6,3,557,675,907,,
6,1,484,673,951,901,
6,2,486,707,982,964,
6,1,483,686,952,906,
6,2,485,704,978,969,
6,1,485,699,954,904,
6,2,489,703,979,966,
6,1,482,700,953,905,
6,2,488,704,979,969,
6,1,486,703,905,,
6,2,487,702,983,967,
6,1,485,704,952,902,
6,2,484,701,980,962,
6,1,486,701,954,906,
6,2,486,706,979,967,
6,1,485,704,951,908,
6,2,485,704,981,959,
6,1,701,950,910,,
6,2,707,978,963,,
6,1,483,699,951,906,
6,2,485,707,978,965,
6,2,487,709,979,969,
6,1,482,696,952,904,
6,2,485,707,977,961,
6,1,483,698,951,906,
6,2,485,703,982,965,
6,1,487,699,948,908,
6,2,487,707,982,967,
6,1,485,698,951,907,
6,2,486,707,980,968,
6,1,703,954,908,,
6,2,710,978,965,,
6,1,486,701,947,908,
6,2,488,711,979,964,
6,1,486,668,949,904,
6,2,487,709,978,967,
6,1,487,644,954,905,
6,2,488,709,978,970,
6,1,484,700,954,904,
6,2,488,706,981,961,
6,1,484,702,951,906,
6,2,489,708,981,964,
6,1,488,704,953,907,
6,2,488,703,980,966,
6,1,487,634,951,903,
6,2,488,704,980,966,
6,1,483,693,954,903,
6,1,487,704,948,906,
6,2,487,706,976,959,
6,1,489,701,952,908,
6,2,487,705,982,965,
6,1,489,699,948,904,
6,2,486,701,978,966,
6,1,487,670,950,908,
6,2,485,704,980,965,
6,1,481,657,954,911,
6,2,485,703,977,964,
6,1,488,687,954,903,
6,2,486,705,981,967,
6,1,485,668,954,902,
6,2,488,707,979,961,
6,1,483,684,952,904,
6,2,489,711,978,967,
6,1,486,701,951,906,
6,2,489,704,978,967,
