marker,tag,a_1311,a_1592,a_2713,a_8006,a_18178
2,1,489,223,804,370,
2,2,461,192,791,378,
2,3,529,218,834,388,
2,1,493,220,803,364,
2,2,461,195,788,381,
2,3,524,212,868,389,
2,1,494,221,802,368,
2,2,462,197,791,382,
2,3,527,210,830,393,
2,1,488,220,798,360,
2,2,463,196,792,386,
2,3,530,212,824,394,
2,1,488,225,804,368,
2,2,459,196,793,387,
2,3,529,212,893,390,
2,1,492,226,802,369,
2,2,462,193,793,388,
2,3,527,228,835,391,
2,1,496,226,803,366,
2,2,462,196,792,378,
2,3,528,224,831,394,
2,1,494,225,805,371,
2,2,461,194,788,386,
2,3,528,212,857,388,
2,1,492,222,802,364,
2,2,464,193,788,379,
2,3,528,215,857,388,
2,1,491,224,804,364,
2,2,462,194,790,386,
2,3,526,217,834,391,
2,1,486,226,803,372,
2,2,463,198,789,386,
2,3,528,219,835,394,
2,1,490,224,812,373,
2,2,462,193,793,382,
2,3,526,213,866,394,
2,1,495,224,802,367,
2,2,461,196,795,383,
2,3,526,211,831,388,
2,1,492,225,800,367,
2,2,462,197,793,381,
2,3,526,207,876,390,
2,1,495,225,804,366,
2,2,460,196,791,385,
2,3,526,206,830,391,
2,1,494,224,798,367,
2,2,462,196,790,385,
2,3,529,209,827,393,
2,1,497,223,812,364,
2,2,461,194,789,378,
2,3,529,209,829,394,
2,1,492,224,806,361,
2,2,459,196,787,381,
2,3,528,213,853,391,
2,1,491,226,796,361,
2,2,464,195,790,383,
2,3,526,210,852,389,
2,1,496,222,798,368,
2,2,463,196,792,384,
2,3,526,214,851,389,
2,1,494,219,802,370,
2,2,461,196,793,385,
2,3,530,212,855,387,
2,1,486,223,806,365,
2,2,458,192,792,386,
2,3,529,208,836,386,
2,1,487,225,803,362,
2,2,458,194,788,384,
2,3,527,210,877,393,
2,1,488,224,798,364,
2,2,462,197,792,386,
2,3,526,214,834,391,
2,1,487,223,800,369,
2,2,464,194,792,384,
2,3,528,216,837,391,
2,1,487,221,802,365,
2,2,463,192,789,388,
2,3,527,214,853,390,
2,1,488,218,801,370,
2,2,462,196,787,376,
2,3,529,213,840,390,
2,1,494,224,805,364,
2,2,462,197,788,383,
2,3,527,209,833,389,
2,1,489,227,802,368,
2,2,462,194,793,388,
2,3,526,208,831,390,
2,1,487,221,800,365,
2,2,461,196,793,385,
2,3,528,211,834,389,
2,1,490,221,806,365,
2,2,461,194,794,387,
2,3,527,212,830,387,
2,1,494,221,802,363,
2,2,459,196,789,380,
2,3,527,211,839,391,
2,1,490,226,799,367,
2,2,461,196,791,383,
2,3,527,209,837,387,
2,1,225,801,370,,
2,2,192,787,383,,
2,3,207,828,388,,
2,1,487,222,805,362,
2,2,464,193,787,388,
2,3,527,211,837,390,
2,1,494,218,800,367,
2,2,461,198,790,387,
2,3,527,210,858,388,
2,1,491,218,805,367,
2,2,461,194,793,383,
2,3,527,212,831,390,
2,1,494,222,806,367,
2,2,462,194,793,389,
2,3,527,216,872,391,
2,1,493,225,801,373,
2,2,461,195,788,382,
2,3,528,209,857,387,
2,1,490,222,802,373,
2,2,463,196,788,384,
2,3,527,215,837,391,
2,1,488,222,808,370,
2,2,462,193,789,384,
2,3,525,216,830,392,
2,1,488,223,799,369,
2,2,459,194,792,385,
2,3,529,210,855,392,
2,1,492,221,806,369,
2,2,461,197,792,383,
2,3,529,212,832,389,
2,1,491,226,799,362,
2,2,463,197,791,385,
2,3,529,211,833,391,
2,1,494,222,802,361,
2,2,460,194,792,383,
2,3,530,207,844,391,
2,1,492,224,372,,
2,2,461,196,386,,
2,3,529,208,388,,
2,1,496,226,804,363,
2,2,464,193,788,384,
2,3,528,210,874,393,
2,1,493,225,806,369,
2,2,460,196,788,388,
2,3,528,211,829,392,
2,1,495,224,806,367,
2,2,463,199,791,386,
2,3,527,214,828,390,
2,1,495,223,803,364,
2,2,460,199,793,386,
2,3,527,212,867,390,
2,1,497,222,802,367,
2,2,460,196,791,384,
2,3,528,215,836,388,
2,1,491,225,795,365,
2,2,459,193,788,389,
2,3,528,212,828,391,
2,1,494,224,807,361,
2,2,464,196,788,387,
2,3,528,214,845,389,
2,1,492,225,805,363,
2,2,463,192,785,387,
2,3,529,209,835,393,
2,1,493,226,802,364,
2,2,462,194,787,385,
2,3,527,209,829,393,
2,1,493,225,805,366,
2,2,462,193,791,381,
2,3,526,207,863,391,
2,1,492,226,800,370,
2,2,462,196,795,384,
2,3,526,208,838,390,
2,1,493,220,808,368,
2,2,462,196,793,388,
2,3,524,209,831,391,
2,1,495,224,805,365,
2,2,462,194,789,389,
2,3,529,211,841,394,
2,1,496,225,807,366,
2,2,460,198,787,381,
2,3,529,210,831,389,
2,1,497,224,805,369,
2,2,461,193,788,388,
2,3,526,212,834,390,
2,1,489,225,813,366,
2,2,460,196,791,382,
2,3,527,211,853,389,
2,1,494,223,806,365,
2,2,463,197,790,388,
2,3,526,211,833,394,
2,1,490,221,806,364,
2,2,463,193,794,388,
2,3,527,213,838,392,
2,1,491,226,805,369,
2,2,462,195,792,378,
2,3,526,212,874,387,
2,1,494,222,801,367,
2,2,462,196,790,384,
2,3,528,214,832,389,
2,1,226,800,365,,
2,2,194,785,388,,
2,3,212,837,394,,
2,1,496,224,804,362,
2,2,460,195,791,381,
2,3,527,211,850,393,
2,1,496,222,802,363,
2,2,460,198,790,381,
2,3,528,210,835,389,
2,1,496,221,806,368,
2,2,459,195,789,384,
2,3,528,217,868,392,
2,1,488,222,803,363,
2,2,461,200,790,378,
2,3,529,214,823,387,
2,1,490,222,804,367,
2,2,459,194,788,383,
2,3,526,209,831,388,
2,1,488,225,802,362,
2,2,461,197,792,386,
2,3,529,217,838,393,
2,1,494,222,798,372,
2,2,464,196,789,383,
2,3,528,217,852,389,
2,1,492,225,803,364,
2,2,460,194,789,381,
2,3,525,218,867,387,
2,1,494,222,799,366,
2,2,459,195,789,383,
2,3,529,213,847,395,
2,1,495,224,803,365,
2,2,462,193,789,382,
2,3,529,213,822,389,
2,1,223,804,363,,
2,2,194,791,384,,
2,3,214,838,391,,
2,1,492,225,801,364,
2,2,462,193,791,384,
2,3,527,214,877,390,
2,1,489,225,809,366,
2,2,463,198,789,382,
2,3,527,212,866,390,
2,1,488,220,803,363,
2,2,460,195,792,389,
2,3,527,215,874,392,
2,1,489,223,802,363,
2,2,462,196,788,386,
2,3,527,212,830,388,
2,1,492,224,802,366,
2,2,459,193,788,383,
2,3,528,216,835,394,
2,1,495,225,803,368,
2,2,462,198,790,381,
2,3,529,210,827,388,
2,1,492,225,802,368,
2,2,459,195,793,391,
2,3,527,208,825,392,
2,1,493,221,802,362,
2,2,459,195,789,386,
2,3,527,209,828,390,
2,1,496,225,799,363,
2,2,465,196,793,385,
2,3,528,210,830,389,
2,1,492,221,804,367,
2,2,459,199,788,385,
2,3,529,211,825,392,
2,1,495,224,800,366,
2,2,460,196,791,381,
2,3,528,214,829,392,
2,1,491,226,800,366,
2,2,461,197,789,379,
2,3,528,211,854,389,
2,1,493,222,805,365,
2,2,461,193,792,386,
2,3,528,209,880,393,
2,1,224,814,365,,
2,2,194,793,378,,
2,3,209,898,392,,
2,1,490,222,800,363,
2,2,462,199,788,389,
2,3,528,215,837,394,
2,1,490,227,811,364,
2,2,459,196,787,386,
2,3,527,213,827,392,
2,1,492,224,804,369,
2,2,460,193,793,381,
2,3,527,210,855,393,
2,1,491,223,805,365,
2,2,461,196,792,380,
2,3,527,208,837,391,
2,1,491,223,809,365,
2,2,459,193,788,385,
2,3,527,214,837,395,
2,1,499,220,805,370,
2,2,461,195,789,386,
2,3,527,218,828,390,
2,1,494,227,800,365,
2,2,461,195,787,382,
2,3,526,212,894,389,
2,1,494,225,814,368,
2,2,460,195,792,387,
2,3,524,217,833,393,
2,1,494,219,802,367,
2,2,459,198,793,385,
2,3,526,217,829,388,
2,1,496,225,808,364,
2,2,462,194,789,384,
2,3,524,217,828,393,
2,1,492,222,810,363,
2,2,460,197,790,385,
2,3,526,211,827,391,
2,1,490,222,804,363,
2,2,461,195,787,384,
2,3,528,210,827,389,
2,1,488,227,807,371,
2,2,461,199,791,387,
2,3,529,215,853,393,
2,1,493,223,813,366,
2,2,463,196,790,390,
2,3,527,214,835,389,
2,1,492,226,803,364,
2,2,458,199,792,387,
2,3,529,213,837,391,
2,1,493,219,797,364,
2,2,463,194,789,381,
2,3,527,212,833,392,
2,1,491,227,802,369,
2,2,460,198,789,378,
2,3,527,210,848,391,
2,1,488,226,805,366,
2,2,462,195,790,381,
2,3,527,209,864,390,
2,1,492,219,806,365,
2,2,460,194,789,383,
2,3,528,211,858,390,
2,1,492,223,808,364,
2,2,462,196,790,386,
2,3,526,213,832,393,
2,1,495,226,802,361,
2,2,460,196,787,388,
2,3,529,213,831,391,
2,1,494,227,807,369,
2,2,461,197,790,384,
2,3,528,211,835,387,
2,1,499,225,802,371,
2,2,459,191,789,380,
2,3,529,210,852,392,
2,1,491,221,806,363,
2,2,461,198,792,386,
2,3,527,209,840,389,
2,1,494,221,801,368,
2,2,463,196,791,385,
2,3,526,211,856,391,
2,1,492,225,804,364,
2,2,459,197,788,387,
2,3,527,211,830,391,
2,1,489,223,801,366,
2,2,462,198,787,388,
2,3,529,213,835,393,
2,1,490,219,803,367,
2,2,461,196,790,389,
2,3,530,216,828,392,
2,1,495,227,802,367,
2,2,461,195,794,386,
2,3,529,214,830,391,
2,1,222,807,363,,
2,2,193,792,389,,
2,3,213,858,389,,
2,1,492,222,805,362,
2,2,461,194,790,383,
2,3,530,212,875,390,
2,1,495,222,799,364,
2,2,460,196,786,382,
2,3,528,216,856,392,
2,1,492,225,797,368,
2,2,463,193,785,382,
2,3,525,214,845,389,
2,1,489,225,801,368,
2,2,460,197,792,380,
2,3,527,210,873,391,
2,1,496,224,807,363,
2,2,463,195,792,383,
2,3,529,207,833,388,
2,1,495,224,807,364,
2,2,462,196,790,387,
2,3,530,215,830,392,
2,1,223,807,365,,
2,2,199,787,385,,
2,3,212,830,393,,
2,1,493,225,798,368,
2,2,462,194,790,386,
2,3,529,211,875,395,
2,1,495,222,798,367,
2,2,462,194,792,382,
2,3,527,212,873,393,
2,1,492,223,802,368,
2,2,459,196,793,385,
2,3,526,218,872,389,
2,1,491,224,800,363,
2,2,462,194,789,385,
2,3,527,213,833,387,
2,1,497,224,801,364,
2,2,459,196,787,385,
2,3,528,210,829,391,
2,1,491,223,803,367,
2,2,462,195,788,383,
2,3,527,213,825,393,
2,1,489,221,807,369,
2,2,462,197,792,383,
2,3,529,208,829,390,
2,1,495,219,797,368,
2,2,461,198,792,388,
2,3,530,211,828,391,
2,1,495,225,800,371,
2,2,461,195,791,382,
2,3,528,212,852,393,
2,1,497,224,803,369,
2,2,461,195,788,385,
2,3,530,213,899,391,
2,1,491,226,803,363,
2,2,464,198,791,390,
2,3,528,213,832,390,
2,1,489,226,812,366,
2,2,462,192,791,384,
2,3,529,209,830,390,
2,1,495,219,802,366,
2,2,462,196,790,386,
2,3,528,206,829,393,
2,1,493,223,801,370,
2,2,460,196,787,386,
2,3,527,212,830,391,
2,1,488,225,799,365,
2,2,461,194,786,385,
2,3,528,215,875,390,
2,1,492,225,802,367,
2,2,462,199,790,387,
2,3,525,214,827,392,
2,1,492,225,799,363,
2,2,462,195,791,389,
2,3,526,213,828,390,
2,1,494,222,801,365,
2,2,460,197,787,381,
2,3,527,211,829,393,
2,1,496,224,802,367,
2,2,459,198,787,379,
2,3,529,221,888,392,
2,1,495,223,804,361,
2,2,459,194,790,380,
2,3,527,212,838,390,
2,1,488,223,808,364,
2,2,462,194,793,382,
2,3,527,211,849,393,
2,1,494,225,803,364,
2,2,459,198,791,385,
2,3,528,212,837,391,
2,1,489,221,800,360,
2,2,460,198,787,384,
2,3,527,215,827,389,
2,1,493,219,799,364,
2,2,460,190,791,388,
2,3,528,214,827,392,
2,1,496,225,815,366,
2,2,462,196,791,381,
2,3,527,209,831,393,
2,1,497,223,802,370,
2,2,463,196,787,384,
2,3,528,209,853,390,
2,1,492,224,806,370,
2,2,463,197,788,388,
2,3,528,212,859,389,
2,1,494,223,807,367,
2,2,460,196,788,386,
2,3,529,217,875,391,
2,1,490,223,804,364,
2,2,461,793,384,,
2,3,527,207,837,388,
2,1,496,226,802,371,
2,2,462,192,792,381,
2,3,529,210,832,391,
2,1,494,219,802,372,
2,2,461,198,788,387,
2,3,526,214,837,391,
2,1,488,225,808,363,
2,2,460,197,791,386,
2,3,528,209,866,390,
2,1,492,220,802,367,
2,2,460,193,788,379,
2,3,526,213,853,390,
2,1,494,219,803,366,
2,2,461,194,792,387,
2,3,528,216,858,390,
2,1,492,224,803,366,
2,2,461,196,789,382,
2,3,528,209,872,391,
2,1,497,223,803,366,
2,2,460,194,787,380,
2,3,527,211,866,391,
2,1,492,224,799,369,
2,2,462,196,790,382,
2,3,528,215,823,389,
2,1,487,221,803,368,
2,2,460,196,790,386,
2,3,529,212,840,391,
2,1,492,225,805,362,
2,2,461,194,788,380,
2,3,527,211,824,392,
2,1,495,222,797,364,
2,2,462,194,789,383,
2,3,525,212,896,391,
2,1,495,227,802,367,
2,2,464,193,792,386,
2,3,528,208,862,389,
2,1,492,224,802,363,
2,2,464,196,792,385,
2,3,524,206,838,391,
2,1,492,219,805,367,
2,2,460,196,786,387,
2,3,525,209,828,391,
2,1,227,805,365,,
2,2,191,788,381,,
2,3,210,826,391,,
2,1,494,225,805,365,
2,2,462,194,788,383,
2,3,527,210,831,390,
2,1,493,222,817,366,
2,2,461,196,792,389,
2,3,528,212,837,390,
2,1,493,221,802,367,
2,2,460,192,790,387,
2,3,527,209,874,393,
2,1,489,223,804,367,
2,2,461,194,787,383,
2,3,530,208,898,389,
2,1,495,224,802,363,
2,2,460,195,791,387,
2,3,529,209,882,390,
2,1,492,219,799,372,
2,2,461,198,788,386,
2,3,529,211,830,389,
2,1,493,226,817,364,
2,2,463,197,790,386,
2,3,529,209,833,394,
2,1,492,219,801,371,
2,2,462,194,791,386,
2,3,526,211,832,389,
2,1,494,224,807,369,
2,2,461,196,790,391,
2,3,527,210,836,388,
2,1,494,225,804,367,
2,2,466,198,790,380,
2,3,528,212,850,392,
2,1,494,222,813,363,
2,2,462,194,787,386,
2,3,528,210,903,389,
2,1,487,219,818,364,
2,2,463,196,787,382,
2,3,526,212,872,391,
2,1,492,224,800,361,
2,2,462,197,787,383,
2,3,527,210,840,389,
2,1,489,226,809,364,
2,2,460,194,793,383,
2,3,530,211,869,392,
2,1,488,223,803,369,
2,2,461,192,791,381,
2,3,527,211,824,389,
2,1,490,225,806,369,
2,2,460,194,790,381,
2,3,528,209,853,393,
2,1,491,220,813,366,
2,2,460,195,795,382,
2,3,528,215,877,390,
2,1,494,224,804,366,
2,2,461,791,380,,
2,3,527,216,893,393,
2,1,491,220,800,366,
2,2,462,196,789,385,
2,3,526,209,833,390,
2,1,489,225,809,366,
2,2,461,193,789,384,
2,3,526,210,827,391,
2,1,493,228,803,363,
2,2,463,192,790,388,
2,3,528,212,831,393,
2,1,490,226,801,366,
2,2,459,196,793,380,
2,3,529,208,836,390,
2,1,493,220,808,363,
2,2,459,196,790,385,
2,3,529,212,895,389,
2,1,496,227,812,367,
2,2,462,195,788,385,
2,3,528,213,842,391,
2,1,493,223,800,363,
2,2,462,191,793,383,
2,3,528,213,834,388,
2,1,493,227,798,362,
2,2,460,194,793,389,
2,3,529,212,856,392,
2,1,492,224,800,366,
2,2,462,194,787,387,
2,3,529,212,832,390,
2,1,490,227,796,365,
2,2,462,194,790,379,
2,3,528,210,831,391,
2,1,491,225,804,362,
2,2,462,196,791,385,
2,3,527,213,872,390,
2,1,492,220,802,362,
2,2,462,193,792,383,
2,3,530,211,828,392,
2,1,490,227,801,361,
2,2,465,194,789,387,
2,3,529,214,836,392,
2,1,494,226,804,363,
2,2,462,196,786,383,
2,3,528,207,837,394,
2,1,493,224,810,362,
2,2,463,199,788,383,
2,3,530,212,828,388,
2,1,493,220,807,366,
2,2,463,193,789,383,
2,3,526,215,833,393,
2,1,491,225,806,364,
2,2,460,193,789,387,
2,3,526,216,873,386,
2,1,493,221,804,363,
2,2,459,196,791,384,
2,3,524,212,825,391,
2,1,497,225,806,364,
2,2,462,191,789,380,
2,3,528,212,834,393,
2,1,489,220,801,366,
2,2,462,193,787,384,
2,3,530,212,825,388,
2,1,497,224,813,367,
2,2,461,196,788,386,
2,3,530,211,834,393,
2,1,488,220,792,363,
2,2,461,198,792,383,
2,3,527,210,867,389,
2,1,492,223,803,362,
2,2,460,194,791,379,
2,3,527,211,832,390,
2,1,494,225,801,370,
2,2,462,193,790,380,
2,3,528,212,869,388,
2,1,493,224,804,363,
2,2,460,196,789,387,
2,3,528,208,827,392,
2,1,219,808,367,,
2,2,199,792,382,,
2,3,212,829,391,,
2,1,491,225,805,363,
2,2,462,198,791,382,
2,3,527,214,832,388,
2,1,492,221,809,363,
2,2,462,199,791,389,
2,3,527,215,835,390,
2,1,492,225,800,369,
2,2,460,197,790,392,
2,3,526,212,829,392,
2,1,487,226,802,364,
2,2,461,198,789,385,
2,3,528,207,825,388,
2,1,492,223,805,362,
2,2,458,196,788,385,
2,3,523,211,871,389,
2,1,492,220,802,366,
2,2,462,193,791,384,
2,3,523,210,857,393,
2,1,224,799,364,,
2,2,194,791,386,,
2,3,213,821,388,,
2,1,490,224,802,366,
2,2,459,195,788,387,
2,3,527,214,823,393,
2,1,488,221,797,367,
2,2,461,198,789,390,
2,3,528,214,840,386,
2,1,494,226,804,365,
2,2,458,198,790,389,
2,3,530,213,833,389,
2,1,496,221,801,368,
2,2,461,199,788,392,
2,3,528,212,868,392,
2,1,495,225,803,365,
2,2,461,196,788,390,
2,3,525,210,822,392,
2,1,494,221,799,369,
2,2,462,197,794,382,
2,3,529,212,865,392,
2,1,488,221,805,365,
2,2,462,197,789,385,
2,3,526,216,837,389,
2,1,488,218,803,370,
2,2,458,196,788,382,
2,3,526,210,843,389,
2,1,494,226,800,369,
2,2,462,196,788,388,
2,3,528,211,835,393,
2,1,492,221,802,361,
2,2,462,195,793,388,
2,3,527,211,825,386,
2,1,491,224,804,368,
2,2,458,195,791,386,
2,3,528,212,835,389,
2,1,493,225,807,367,
2,2,460,195,785,380,
2,3,524,214,826,395,
2,1,495,222,811,371,
2,2,463,199,792,386,
2,3,524,212,832,393,
2,1,494,225,804,363,
2,2,462,195,787,390,
2,3,525,211,826,391,
2,1,489,219,802,368,
2,2,463,193,788,388,
2,3,525,212,894,387,
2,1,492,224,800,363,
2,2,460,194,791,383,
2,3,529,210,844,389,
2,1,491,225,806,367,
2,2,461,194,789,381,
2,3,528,211,835,391,
2,1,497,220,806,364,
2,2,462,194,790,383,
2,3,527,214,830,394,
2,1,492,225,812,366,
2,2,459,195,791,386,
2,3,526,212,826,393,
2,1,497,227,808,365,
2,2,461,197,791,382,
2,3,528,209,824,389,
2,1,493,221,803,360,
2,2,462,194,788,382,
2,3,527,212,832,390,
2,1,492,225,802,368,
2,2,463,197,792,385,
2,3,526,213,825,391,
2,1,495,224,800,362,
2,2,462,197,791,385,
2,3,530,212,845,394,
2,1,496,228,800,364,
2,2,462,198,789,380,
2,3,528,212,844,392,
2,1,491,222,811,367,
2,2,462,196,791,388,
2,3,527,209,826,393,
2,1,498,226,797,364,
2,2,461,197,789,384,
2,3,524,212,853,393,
2,1,487,222,807,360,
2,2,463,196,791,388,
2,3,529,212,859,391,
2,1,493,222,800,366,
2,2,460,197,790,388,
2,3,528,216,837,386,
2,1,492,219,803,370,
2,2,461,197,789,386,
2,3,530,219,855,386,
2,1,490,225,805,363,
2,2,462,197,788,384,
2,3,527,215,858,390,
2,1,487,224,800,368,
2,2,460,193,792,386,
2,3,528,215,862,393,
2,1,490,224,800,363,
2,2,461,194,793,386,
2,3,528,211,827,396,
2,1,493,225,807,371,
2,2,462,194,787,390,
2,3,529,216,824,394,
2,1,494,218,804,362,
2,2,462,191,791,387,
2,3,526,214,856,394,
2,1,496,222,799,362,
2,2,462,189,791,385,
2,3,525,219,830,395,
2,1,492,227,803,365,
2,2,463,196,791,386,
2,3,527,213,830,393,
2,1,490,219,804,367,
2,2,461,193,791,382,
2,3,530,210,872,391,
2,1,495,225,803,365,
2,2,460,197,789,382,
2,3,527,215,836,393,
2,1,488,223,803,365,
2,2,460,196,789,389,
2,3,526,219,836,397,
2,1,496,224,802,365,
2,2,461,190,791,384,
2,3,526,214,857,396,
2,1,495,225,803,371,
2,2,462,191,791,390,
2,3,529,212,837,393,
2,1,495,220,799,363,
2,2,463,195,791,385,
2,3,526,212,870,392,
2,1,490,227,801,366,
2,2,462,196,791,388,
2,3,530,211,830,393,
2,1,221,802,368,,
2,2,193,787,386,,
2,3,208,821,391,,
2,1,487,227,808,366,
2,2,462,196,792,385,
2,3,527,212,824,391,
2,1,497,219,800,371,
2,2,461,197,790,383,
2,3,529,209,829,392,
2,1,498,224,809,368,
2,2,460,194,789,386,
2,3,528,208,839,391,
2,1,490,227,803,369,
2,2,461,196,789,381,
2,3,526,210,838,392,
2,1,490,222,803,368,
2,2,464,195,787,382,
2,3,529,208,854,389,
2,1,489,220,808,368,
2,2,461,198,790,385,
2,3,528,214,830,390,
2,1,492,225,801,366,
2,2,462,197,794,380,
2,3,529,215,828,391,
2,1,223,802,359,,
2,2,197,791,385,,
2,3,212,896,390,,
2,1,228,801,361,,
2,2,196,787,389,,
2,3,212,833,387,,
2,1,495,221,795,364,
2,2,462,197,788,383,
2,3,530,213,894,386,
2,1,487,225,802,367,
2,2,459,199,790,382,
2,3,529,219,843,393,
2,1,494,223,805,367,
2,2,460,194,790,389,
2,3,526,210,826,393,
2,1,496,225,807,361,
2,2,459,194,789,388,
2,3,528,212,824,389,
2,1,489,227,805,363,
2,2,463,194,789,385,
2,3,526,212,824,392,
2,1,491,223,800,362,
2,2,462,193,793,378,
2,3,526,214,904,388,
2,1,491,217,807,358,
2,2,462,195,789,382,
2,3,526,216,873,387,
2,1,492,224,800,361,
2,2,459,198,788,387,
2,3,526,211,825,389,
2,1,491,219,797,362,
2,2,461,196,790,388,
2,3,526,209,825,392,
2,1,491,227,810,366,
2,2,462,196,788,389,
2,3,529,212,823,394,
2,1,491,219,801,368,
2,2,463,193,790,388,
2,3,529,206,835,391,
2,1,496,222,798,365,
2,2,462,196,793,386,
2,3,530,210,831,389,
2,1,496,225,803,365,
2,2,460,197,790,385,
2,3,528,214,869,386,
2,1,493,220,802,369,
2,2,459,197,793,389,
2,3,528,213,825,391,
2,1,494,227,802,366,
2,2,461,198,791,386,
2,3,528,212,823,391,
2,1,487,219,805,364,
2,2,461,198,790,381,
2,3,528,206,828,391,
2,1,493,223,802,363,
2,2,463,197,794,387,
2,3,529,208,849,387,
2,1,489,220,806,363,
2,2,462,197,794,390,
2,3,530,212,830,388,
2,1,496,226,798,365,
2,2,461,199,787,379,
2,3,524,214,866,393,
2,1,496,224,802,373,
2,2,463,198,788,384,
2,3,529,215,826,391,
2,1,492,226,805,368,
2,2,461,196,787,385,
2,3,528,208,830,388,
2,1,498,221,798,362,
2,2,461,193,789,390,
2,3,527,213,827,392,
2,1,497,223,802,361,
2,2,462,192,792,389,
2,3,525,214,830,391,
2,1,494,227,806,363,
2,2,465,199,787,383,
2,3,526,212,832,388,
2,1,497,218,809,363,
2,2,465,198,792,391,
2,3,525,211,836,393,
2,1,492,225,799,370,
2,2,463,197,790,386,
2,3,530,213,826,393,
2,1,488,222,800,363,
2,2,460,197,787,388,
2,3,528,213,852,389,
2,1,490,223,801,365,
2,2,460,197,791,385,
2,3,528,205,841,391,
2,1,492,222,804,365,
2,2,462,197,789,383,
2,3,527,215,832,395,
2,1,497,221,802,371,
2,2,462,197,789,382,
2,3,528,213,832,391,
2,1,492,224,800,367,
2,2,462,195,790,382,
2,3,526,207,828,389,
2,1,493,227,803,364,
2,2,463,196,789,388,
2,3,527,209,824,391,
2,1,489,222,797,362,
2,2,458,196,792,385,
2,3,525,208,835,389,
2,1,491,221,801,368,
2,2,461,200,788,381,
2,3,529,210,825,393,
2,1,226,800,370,,
2,2,197,791,390,,
2,3,207,871,390,,
2,1,498,223,812,363,
2,2,460,194,789,387,
2,3,531,213,825,389,
2,1,497,221,802,367,
2,2,463,194,789,378,
2,3,529,210,871,395,
2,1,492,223,798,364,
2,2,459,195,792,378,
2,3,528,211,854,388,
2,1,494,220,808,364,
2,2,462,195,786,376,
2,3,528,213,833,388,
2,1,495,226,808,373,
2,2,462,191,791,382,
2,3,528,212,829,392,
2,1,497,218,802,367,
2,2,460,194,789,389,
2,3,526,208,829,392,
2,1,491,220,805,364,
2,2,461,196,790,388,
2,3,529,213,836,391,
2,1,489,225,810,366,
2,2,462,193,790,385,
2,3,527,208,828,389,
2,1,493,220,802,363,
2,2,462,192,792,381,
2,3,528,213,875,394,
2,1,489,221,802,371,
2,2,461,194,792,388,
2,3,528,214,826,386,
2,1,492,227,801,371,
2,2,462,195,791,383,
2,3,526,215,828,394,
2,1,495,225,798,361,
2,2,464,198,791,387,
2,3,528,211,827,389,
2,1,492,224,812,369,
2,2,460,195,791,387,
2,3,527,214,890,392,
2,1,496,225,803,369,
2,2,462,197,789,383,
2,3,529,209,833,390,
2,1,487,222,802,364,
2,2,460,197,790,382,
2,3,529,212,831,393,
2,1,491,223,805,365,
2,2,460,193,787,381,
2,3,525,211,874,392,
2,1,489,224,802,367,
2,2,461,199,794,384,
2,3,527,211,825,393,
2,1,495,226,806,365,
2,2,462,200,788,384,
2,3,527,206,868,388,
2,1,494,221,810,369,
2,2,460,197,791,387,
2,3,527,211,831,391,
2,1,494,226,803,367,
2,2,458,191,789,384,
2,3,525,208,874,388,
2,1,496,219,812,361,
2,2,460,193,789,383,
2,3,528,210,826,393,
2,1,496,225,811,366,
2,2,462,194,793,385,
2,3,529,210,869,388,
2,1,493,220,798,363,
2,2,460,196,789,382,
2,3,530,210,832,391,
2,1,490,224,800,365,
2,2,460,197,789,390,
2,3,530,211,867,391,
2,1,496,220,800,370,
2,2,462,196,789,382,
2,3,528,214,831,391,
2,1,495,220,803,365,
2,2,462,194,791,379,
2,3,526,209,828,389,
2,1,488,227,801,370,
2,2,462,197,792,382,
2,3,525,209,836,388,
2,1,491,223,801,367,
2,2,463,196,790,384,
2,3,526,206,869,390,
2,1,494,220,803,363,
2,2,463,193,790,386,
2,3,528,216,826,394,
2,1,491,225,803,364,
2,2,461,196,788,387,
2,3,527,210,872,388,
2,1,492,225,799,363,
2,2,461,198,790,386,
2,3,528,211,829,393,
2,1,488,224,802,367,
2,2,461,197,789,382,
2,3,526,211,828,390,
2,1,492,225,803,363,
2,2,462,199,789,388,
2,3,529,212,827,390,
2,1,492,223,801,363,
2,2,462,195,793,384,
2,3,530,213,835,393,
2,1,492,226,800,361,
2,2,462,193,790,379,
2,3,528,213,852,390,
2,1,492,221,801,364,
2,2,461,196,790,386,
2,3,526,213,840,392,
2,1,496,222,806,367,
2,2,461,194,790,383,
2,3,529,212,870,392,
2,1,491,226,801,365,
2,2,462,193,791,387,
2,3,528,209,829,393,
2,1,491,225,799,366,
2,2,462,197,789,382,
2,3,528,211,832,388,
2,1,491,220,804,370,
2,2,461,196,787,377,
2,3,526,211,830,390,
2,1,497,226,801,369,
2,2,463,194,787,380,
2,3,527,208,834,393,
2,1,494,220,798,368,
2,2,464,193,790,384,
2,3,528,210,831,389,
2,1,492,226,810,364,
2,2,462,194,788,388,
2,3,529,210,824,389,
2,1,219,799,366,,
2,2,196,789,386,,
2,3,209,833,395,,
2,1,489,227,798,366,
2,2,462,196,788,384,
2,3,528,213,871,387,
2,1,496,223,802,361,
2,2,461,197,787,387,
2,3,527,215,826,386,
2,1,493,221,808,360,
2,2,461,196,790,384,
2,3,524,210,870,389,
2,1,489,220,801,360,
