tag_1_to_tag_2,tag_2_to_tag_3,tag_1_to_tag_3
29.697672701804894,7.4699472287442035,23.785523570068055
29.697672701804894,7.042733787400913,24.83125516727792
33.61245691101023,9.959929638325605,25.7114045153633
33.22983912757353,9.35816088504308,25.38378003120452
34.853083500242256,13.437833201477174,22.547749705947012
33.70685794173857,11.973941988776023,23.24168841440227
31.802154372841557,9.84251968503937,23.947883977552046
32.94407641176697,9.959929638325605,25.17838890601493
36.094010660429674,12.33107067981561,26.23950031960887
41.254131960408614,18.14870956160017,24.476033137589845
39.72282915158878,15.870586118697931,25.529909979328306
39.72282915158878,15.14597170210342,26.41025170275342
38.09957877924382,15.212345737292642,25.011622321682818
35.42869614288706,11.954509016290531,26.079519939652275
33.805580687729226,10.037439987387371,26.959162701999983
32.56312516811373,9.587240678650332,25.17838890601493
31.42215738462191,9.651693442623042,23.24168841440227
27.41808715981126,6.552486998855605,23.599070189993242
26.933277758247357,5.905511811023622,25.359343173524277
28.17643674816203,5.812922464658819,27.46891896458647
31.606597380198895,8.116349656727678,27.46891896458647
28.93633830710702,6.3482344474791725,27.999849427865428
28.07448265512924,5.595539528957439,26.236546585112027
28.455607873374255,5.354909649108443,25.38378003120452
30.179162042105197,5.732369991559463,25.441723498273245
32.84748328128528,10.63720951661913,22.810875491135395
31.224220565194255,9.448818897637794,22.16643820513267
28.455607873374255,6.1118798016771745,23.321579873417143
25.310398677866818,3.386742231119144,24.349048970183034
23.4177517448237,2.783884965301368,22.229282225973392
21.41963859643377,3.2465398626910713,23.265018429439618
19.798883402645917,3.1741172237395863,22.229282225973392
17.92960242005622,5.852782971385238,23.427678026475338
18.301794171920406,6.681323916723283,24.476033137589845
20.66835393449872,6.224956023953502,25.88264553369071
20.66835393449872,6.773484462238288,26.41025170275342
19.30740131533737,8.670360451002063,26.939032117411028
18.819556539712,10.304135691576693,28.17093514960365
23.4177517448237,7.57298585105171,29.229466446095408
21.796237064041588,6.224956023953502,26.947661352200946
21.41963859643377,5.354909649108443,25.90359708597792
24.93092944722451,4.740785267241061,26.947661352200946
21.796237064041588,5.252623647293833,24.828133898311123
20.175004685541666,5.1332302403170464,24.307636284146664
20.293738533637594,2.998335868450358,22.385620434377167
19.048772288823535,4.053397693301969,22.190898694554257
24.55190839002971,6.009581701761317,20.958790006623882
31.89948330544039,11.954509016290531,22.371767945158066
31.224220565194255,10.832138970234334,22.90580820124229
27.313302473940865,7.603625163711798,21.657122109409553
33.61245691101023,14.757216388969539,20.80290521830379
34.378443300340514,14.825331010836797,21.68215718584939
36.094010660429674,15.599695083589724,22.756450419871534
41.46587077147757,20.266988466509844,23.44090653008535
41.46587077147757,19.546758405206944,24.32038615981181
42.70337980953374,20.71330147711166,24.51400011977653
44.62907105808911,24.955785813764532,22.28499480013371
45.095499411894025,24.56453148001023,23.16152138595705
47.02211630880563,25.738518312883706,23.834347823094976
49.495251282924094,28.83707098776376,23.37137335378871
42.31871432058355,21.16485048144191,24.03832680704527
43.94131156073659,21.553095579796842,25.252153875314292
46.71786986923451,24.460196168518216,24.131642394837723
44.32588329145691,22.45475469543181,23.24168841440227
46.80239717075143,25.987234379069683,22.00854308562785
43.26053331788093,20.487577687019982,24.122005798488804
38.39137856076408,14.052415982342321,26.236546585112027
41.165742908840826,15.674038769601875,27.64329083707395
41.254131960408614,16.970285088387644,25.545083775603675
36.094010660429674,11.869931835969554,25.227589517481565
32.182480815253236,7.844432616209163,25.90359708597792
31.224220565194255,6.875688660068102,25.29814775813755
38.39137856076408,12.362455486698883,27.347330687893315
37.624697091613406,10.889225736960103,28.225902880212473
43.392899947889305,16.375302632350728,28.74285393455745
45.400375795672055,19.327460958478074,27.196718171922114
39.07368748283309,12.896330200125353,27.863893353103144
41.08093688423805,14.43867781172618,28.38197687042293
41.46587077147757,14.609429382109822,29.064612323294092
41.46587077147757,15.37450723603672,28.3519242321084
40.31157712179592,14.330924978898658,28.523615254614104
43.85833839884605,16.712586832118994,29.931618596453877
44.32588329145691,17.483152213523244,28.542628284081665
44.32588329145691,18.93451126993866,26.62360639794758
45.095499411894025,19.39151237169252,27.30478879433024
44.32588329145691,19.30740131533737,26.10625141748095
43.94131156073659,19.70078110739654,25.38378003120452
43.26053331788093,18.570829000111427,26.236546585112027
44.79546866891814,20.476226179442275,25.38378003120452
39.24784173411528,15.089581021052599,25.7114045153633
36.00156374694277,13.045701988803852,23.986686947602863
36.85888925558439,12.75128719740287,25.545083775603675
38.7750307157327,13.980536145326537,26.424919991417063
42.31871432058355,17.151984969127533,27.116811586964666
41.549891128460324,16.44614060961057,27.29059342617854
42.78859265887724,17.60683446850228,27.46891896458647
40.39799826719794,15.089581021052599,27.999849427865428
41.637464708564266,16.614919563786763,27.838849653013682
40.781776890011216,16.99766389364008,26.614872096307984
37.7172751558976,14.195083761669249,27.0079887970748
34.94856853727897,10.917657184143344,27.49429962506817
31.802154372841557,9.157246731978747,25.545083775603675
35.3301216589328,12.362455486698883,24.476033137589845
37.33520842094732,13.919424826506841,25.00232489654713
33.805580687729226,11.135539861205473,23.951119959456896
38.48211223082646,17.002222741487547,23.067641063449216
39.34054009995529,16.652193687052442,24.47919930190522
34.470746676925245,13.869224373077587,22.00854308562785
33.70685794173857,12.998089778912737,21.506299659445137
36.476330147718016,16.554170111518612,20.47244094488189
36.476330147718016,14.572248443560431,22.746231221502818
35.3301216589328,13.83005359862228,22.71554604212859
30.0788432203371,9.089288488673382,22.888884809052968
33.42517366423799,10.981358803922324,24.47919930190522
32.182480815253236,8.63453236199264,26.058709832083327
30.66320075373347,7.764993276896071,25.891626846389578
33.529349060703474,10.505247294587665,24.828133898311123
32.28586509223765,9.089288488673382,25.17838890601493
35.04821617079696,11.745223535571888,25.359343173524277
34.186288734003796,9.873965514948388,27.119669447707913
31.528034953577045,7.009643234159393,27.999849427865428
30.939972762816534,6.965277957855958,28.349190594322348
32.182480815253236,8.643503307126043,26.771653543307085
29.316833371860575,6.224956023953502,25.7114045153633
31.32087102865953,8.49883194682004,24.144485207026715
30.179162042105197,6.516907620963326,25.545083775603675
28.283504024664268,5.118110236220472,24.504513889126667
24.778140122141043,3.1741172237395863,25.545083775603675
25.153752511753208,3.9566439453231848,26.947661352200946
29.905714983988883,5.041830108214842,28.3519242321084
27.528104104587936,4.6081495711494584,27.64329083707395
29.79927475616734,6.1623920639757985,25.545083775603675
27.79706001276197,5.4836174319622515,23.625327856185034
27.79706001276197,4.488879626374558,25.38378003120452
32.46539862691071,8.480574499424415,26.067630483853304
34.56728785708794,8.847324824505602,27.827711885153214
33.04507805943826,8.116349656727678,26.26311823646916
31.04250194932513,6.796329331351208,25.07660777841603
29.316833371860575,5.469466137578663,25.7445397232627
28.17643674816203,4.185096776667185,26.62360639794758
26.283766504684277,4.11035689327187,26.59156659963509
27.79706001276197,5.852782971385238,25.17838890601493
27.15108606230971,5.6780335046677,26.079519939652275
33.805580687729226,10.393999041294554,26.614872096307984
32.182480815253236,8.741576106761622,27.49429962506817
30.179162042105197,7.562745162322262,28.030279545397736
27.039535171169724,6.408984486653427,28.373783853113782
25.906588781672603,4.869809794036606,26.588651976225268
30.460332494306613,7.396966231518085,25.187621341296555
26.1744411631412,4.6081495711494584,26.236546585112027
21.91325992137913,5.812922464658819,26.41025170275342
21.53870766392115,4.40170861712557,24.83125516727792
21.16485048144191,3.1741172237395863,23.625327856185034
24.66214135963122,4.488879626374558,22.36137294671327
24.28530789494667,3.877503071573269,24.122005798488804
25.153752511753208,4.488879626374558,25.7083901060071
28.283504024664268,5.296702380737681,26.41025170275342
27.039535171169724,4.869809794036606,27.64329083707395
26.283766504684277,5.525853877015039,28.699680265523774
26.661421973759076,6.224956023953502,30.637915682431053
25.690296222166065,7.238100909783557,30.637915682431053
28.07448265512924,6.739071956151059,31.16459437348551
27.41808715981126,6.739071956151059,30.640445128518536
27.313302473940865,7.259483824640069,31.340659924033652
26.553651541601965,5.118110236220472,28.3519242321084
25.906588781672603,5.636937426486753,29.051276873028762
25.906588781672603,6.1118798016771745,29.580005915372972
24.28530789494667,7.396966231518085,29.760238092857097
23.4177517448237,8.847324824505602,30.640445128518536
20.66835393449872,10.5787628681452,30.460332494306613
20.175004685541666,11.149450597249052,30.29194340420684
19.546758405206944,11.692316854265746,30.47813737474316
19.91985927665121,11.417322834645669,30.47813737474316
24.93092944722451,7.0975418808346245,28.030279545397736
25.039493883713142,6.739071956151059,28.373783853113782
24.28530789494667,5.525853877015039,26.771653543307085
23.7952964350576,4.330708661417323,25.35628691040097
26.553651541601965,4.933056726827428,25.88264553369071
24.55190839002971,3.6297419123200343,25.024013515071974
22.551186600975882,3.1741172237395863,23.986686947602863
27.313302473940865,4.454215944482189,25.38378003120452
31.606597380198895,7.923075510826027,26.067630483853304
34.378443300340514,9.157246731978747,27.827711885153214
31.989248922475397,8.116349656727678,25.90359708597792
30.939972762816534,6.773484462238288,27.116811586964666
35.235670606715665,9.873965514948388,27.997081413481933
31.702082108972274,7.259483824640069,28.17093514960365
30.179162042105197,6.3482344474791725,29.229466446095408
26.661421973759076,6.408984486653427,30.109746149604558
31.802154372841557,6.3482344474791725,30.811960319878988
28.93633830710702,6.408984486653427,30.109746149604558
27.79706001276197,5.996671736900716,27.65170029551634
32.182480815253236,7.814737496566617,28.53176524723376
30.559399008385874,6.408984486653427,27.64329083707395
30.0788432203371,5.6780335046677,26.62360639794758
35.235670606715665,10.695336777327658,25.441723498273245
40.69617073333343,15.870586118697931,26.26311823646916
39.15888234916994,14.195083761669249,25.807679711137613
35.235670606715665,9.266615981054976,27.196718171922114
38.39137856076408,12.044927984864847,27.863893353103144
34.853083500242256,8.63453236199264,28.542628284081665
33.70685794173857,7.42833160004457,29.064612323294092
30.559399008385874,5.905511811023622,28.87735562345236
30.179162042105197,5.812922464658819,29.403940708406047
34.088668558256245,8.425564787020747,29.580005915372972
32.56312516811373,7.814737496566617,28.880039267863474
32.182480815253236,7.521642982103464,28.880039267863474
33.70685794173857,8.741576106761622,28.880039267863474
32.46539862691071,7.259483824640069,29.931618596453877
36.476330147718016,10.33417696724936,28.184687132433766
35.235670606715665,9.33328314262181,28.87735562345236
31.702082108972274,6.965277957855958,29.051276873028762
30.179162042105197,6.3482344474791725,29.229466446095408
25.417342348927516,4.869809794036606,26.058709832083327
30.0788432203371,7.259483824640069,26.588651976225268
25.795664962017582,6.1118798016771745,26.614872096307984
29.697672701804894,7.521642982103464,26.959162701999983
27.79706001276197,6.516907620963326,27.49429962506817
31.04250194932513,8.741576106761622,26.468876084994662
35.711938489601785,12.153818142073332,27.347330687893315
36.094010660429674,11.797892963599761,28.030279545397736
39.15888234916994,14.841005373992727,28.225902880212473
34.853083500242256,10.810653714760615,28.567055013656276
32.84748328128528,9.182601409205198,27.119669447707913
35.711938489601785,10.917657184143344,28.184687132433766
32.56312516811373,8.741576106761622,27.838849653013682
30.939972762816534,7.009643234159393,28.880039267863474
