marker,time,tag,x,y,z,anchors,a_1311,a_1592,a_2713,a_8006,a_18178
0,42:27.9,2,1618,2018,0,5,213,873,1082,462,823
0,42:27.9,52630,1624,1974,0,5,186,880,1119,399,817
0,42:28.0,1,1594,1909,0,5,203,873,1068,378,822
0,42:28.0,2,1618,2019,0,5,207,874,1077,470,828
0,42:28.0,52630,1621,1971,0,5,187,880,1115,395,816
0,42:28.0,1,1594,1908,0,5,202,870,1070,374,822
0,42:28.0,2,1618,2020,0,5,216,876,1077,406,823
0,42:28.0,52630,1623,1971,0,5,188,884,1118,398,817
0,42:28.0,1,1594,1908,0,5,207,871,1070,372,824
0,42:28.0,2,1618,2018,0,5,211,873,1084,477,820
0,42:28.0,52630,1620,1969,0,5,188,884,1117,394,817
0,42:28.1,1,1595,1912,0,5,203,874,1069,376,826
0,42:28.1,2,1619,2021,0,5,212,872,1082,455,826
0,42:28.1,52630,1621,1971,0,5,187,879,1117,399,820
0,42:28.1,1,1594,1911,0,5,200,869,1076,376,820
0,42:28.1,2,1619,2018,0,5,210,876,1080,407,829
0,42:28.1,52630,1623,1971,0,5,187,879,1123,394,820
0,42:28.1,1,1594,1911,0,5,208,874,1072,373,826
0,42:28.1,2,1619,2022,0,5,213,875,1081,416,820
0,42:28.1,52630,1620,1970,0,5,189,883,1121,396,817
0,42:28.2,1,1594,1912,0,5,202,872,1071,374,823
0,42:28.2,2,1617,2009,0,5,211,874,1082,467,826
0,42:28.2,52630,1622,1971,0,5,187,880,1121,398,820
0,42:28.3,1,1595,1913,0,5,202,872,1073,373,825
0,42:28.3,2,1616,2002,0,5,209,875,1080,442,827
0,42:28.3,52630,1619,1969,0,5,187,882,1118,398,817
0,42:28.3,1,1594,1912,0,5,207,870,1074,377,818
0,42:28.3,2,1616,2003,0,5,211,872,1083,432,820
0,42:28.3,52630,1621,1971,0,5,187,887,1115,395,816
0,42:28.4,1,1594,1911,0,5,201,873,1074,378,818
0,42:28.4,2,1616,2007,0,5,213,873,1082,394,826
0,42:28.4,52630,1622,1972,0,5,185,883,1117,400,819
0,42:28.4,1,1594,1911,0,5,204,873,1071,374,824
0,42:28.4,2,1617,2016,0,5,213,874,1082,463,826
0,42:28.4,52630,1624,1973,0,5,188,886,1117,400,817
0,42:28.5,1,1594,1913,0,5,206,871,1069,371,825
0,42:28.5,2,1617,2016,0,5,210,872,1083,416,824
0,42:28.5,52630,1625,1975,0,5,189,881,1116,398,816
0,42:28.5,1,1594,1914,0,5,204,871,1069,377,820
0,42:28.5,2,1618,2020,0,5,213,873,1083,413,823
0,42:28.5,52630,1626,1976,0,5,185,885,1113,395,818
0,42:28.5,1,1594,1913,0,5,203,872,1069,376,822
0,42:28.5,2,1617,2013,0,5,210,874,1081,467,827
0,42:28.5,52630,1627,1976,0,5,185,884,1120,397,816
0,42:28.6,1,1594,1915,0,5,209,873,1072,378,820
0,42:28.6,2,1618,2018,0,5,208,873,1079,437,830
0,42:28.6,52630,1628,1977,0,5,188,883,1115,397,816
0,42:28.6,1,1595,1918,0,5,203,872,1072,375,819
0,42:28.6,2,1618,2019,0,5,209,876,1085,467,820
0,42:28.6,52630,1628,1977,0,5,185,884,1118,399,817
0,42:28.7,1,1594,1918,0,5,203,872,1072,373,827
0,42:28.7,2,1617,2011,0,5,213,876,1083,416,819
0,42:28.7,52630,1629,1977,0,5,187,881,1117,399,816
0,42:28.7,1,1594,1917,0,5,205,871,1069,375,823
0,42:28.7,2,1616,2003,0,5,211,874,1080,404,827
0,42:28.7,52630,1628,1978,0,5,186,877,1115,400,817
0,42:28.7,1,1594,1918,0,5,204,870,1074,372,825
0,42:28.7,2,1615,1996,0,5,207,872,1083,416,819
0,42:28.7,52630,1625,1975,0,5,189,884,1113,397,817
0,42:28.8,1,1594,1916,0,5,201,871,1074,372,828
0,42:28.8,2,1616,2003,0,5,210,873,1082,438,826
0,42:28.8,52630,1621,1972,0,5,189,886,1119,398,818
0,42:28.8,1,1594,1916,0,5,202,872,1070,379,830
0,42:28.8,2,1617,2008,0,5,211,876,1080,398,826
0,42:28.8,52630,1622,1973,0,5,187,883,1118,398,816
0,42:28.9,1,1593,1916,0,5,205,870,1072,374,821
0,42:28.9,2,1615,1999,0,5,210,876,1083,446,820
0,42:28.9,52630,1619,1971,0,5,187,879,1118,399,815
0,42:28.9,1,1593,1914,0,5,205,870,1071,374,822
0,42:28.9,2,1616,2009,0,5,208,874,1081,413,824
0,42:28.9,52630,1620,1966,0,5,187,884,1117,399,816
0,42:28.9,1,1593,1913,0,5,204,871,1069,374,824
0,42:28.9,2,1617,2010,0,5,208,875,1081,410,828
0,42:28.9,52630,1622,1968,0,5,186,883,1120,399,818
0,42:29.0,1,1594,1915,0,5,202,868,1070,375,823
0,42:29.0,2,1615,2000,0,5,215,873,1083,477,825
0,42:29.0,52630,1619,1965,0,5,187,880,1116,400,818
0,42:29.0,1,1594,1913,0,5,207,870,1070,375,825
0,42:29.0,2,1615,1996,0,5,209,875,1085,413,822
0,42:29.0,52630,1616,1963,0,5,187,884,1117,398,816
0,42:29.1,1,1594,1913,0,5,204,875,1072,373,826
0,42:29.1,2,1616,2003,0,5,206,874,1081,472,827
0,42:29.1,52630,1614,1961,0,5,185,881,1116,398,816
0,42:29.1,1,1594,1912,0,5,203,870,1070,381,823
0,42:29.1,2,1616,2002,0,5,209,875,1083,407,825
0,42:29.1,52630,1617,1965,0,5,190,887,1113,395,817
0,42:29.2,1,1594,1915,0,5,208,870,1076,373,822
0,42:29.2,2,1616,2002,0,5,211,876,1082,446,819
0,42:29.2,52630,1619,1967,0,5,185,881,1121,396,818
0,42:29.2,1,1595,1917,0,5,203,871,1074,374,823
0,42:29.2,2,1614,1991,0,5,213,875,1078,406,822
0,42:29.2,52630,1621,1969,0,5,186,878,1120,399,818
0,42:29.3,1,1594,1916,0,5,203,871,1074,373,827
0,42:29.3,2,1616,1998,0,5,209,878,1082,416,825
0,42:29.3,52630,1623,1971,0,5,190,883,1116,401,817
0,42:29.3,1,1594,1914,0,5,208,869,1068,374,823
0,42:29.3,2,1615,1993,0,5,212,874,1083,474,822
0,42:29.3,52630,1624,1973,0,5,189,887,1116,397,819
0,42:29.4,1,1594,1915,0,5,204,872,1070,374,828
0,42:29.4,2,1615,1990,0,5,216,879,1080,449,827
0,42:29.4,52630,1625,1973,0,5,188,881,1117,401,816
0,42:29.4,1,1593,1915,0,5,206,870,1069,376,822
0,42:29.4,2,1616,1997,0,5,211,876,1083,421,826
0,42:29.4,52630,1622,1971,0,5,186,880,1119,400,817
0,42:29.5,1,1594,1916,0,5,207,872,1072,377,825
0,42:29.5,2,1616,1995,0,5,213,875,1084,405,821
0,42:29.5,52630,1623,1973,0,5,187,882,1118,400,815
0,42:29.5,1,1594,1917,0,5,204,876,1072,375,823
0,42:29.5,2,1617,2003,0,5,215,875,1081,410,823
0,42:29.5,52630,1624,1974,0,5,188,890,1116,400,817
0,42:29.6,1,1594,1915,0,5,209,871,1071,374,822
0,42:29.6,2,1616,1999,0,5,209,876,1081,422,829
0,42:29.6,52630,1626,1976,0,5,186,891,1115,401,819
0,42:29.6,1,1593,1914,0,5,204,870,1071,377,821
0,42:29.6,2,1615,1991,0,5,206,876,1082,409,824
0,42:29.6,52630,1626,1977,0,5,188,886,1118,399,817
0,42:29.7,1,1594,1913,0,5,204,872,1071,373,822
0,42:29.7,2,1614,1989,0,5,212,874,1080,429,818
0,42:29.7,52630,1627,1977,0,5,189,888,1119,400,818
0,42:29.7,1,1594,1911,0,5,205,871,1070,370,820
0,42:29.7,2,1615,1990,0,5,212,870,1083,410,822
0,42:29.7,52630,1626,1971,0,5,189,880,1115,400,819
0,42:29.8,1,1594,1910,0,5,204,873,1069,375,822
0,42:29.8,2,1613,1982,0,5,214,877,1083,507,829
0,42:29.8,52630,1622,1969,0,5,188,879,1118,399,820
0,42:29.8,1,1594,1911,0,5,204,868,1068,375,824
0,42:29.8,2,1614,1988,0,5,216,875,1079,409,821
0,42:29.8,52630,1619,1967,0,5,189,882,1117,399,819
0,42:29.8,1,1594,1911,0,5,204,872,1070,376,823
0,42:29.8,2,1614,1985,0,5,209,873,1081,408,825
0,42:29.8,52630,1621,1970,0,5,187,880,1118,398,819
0,42:29.9,1,1593,1911,0,5,202,877,1069,376,825
0,42:29.9,2,1613,1980,0,5,213,874,1085,391,828
0,42:29.9,52630,1618,1968,0,5,187,881,1115,394,818
0,42:29.9,1,1593,1911,0,5,204,871,1075,375,825
0,42:29.9,2,1612,1971,0,5,212,873,1081,412,823
0,42:29.9,52630,1620,1970,0,5,186,883,1120,400,817
0,42:30.0,1,1593,1910,0,5,207,874,1075,373,827
0,42:30.0,2,1612,1971,0,5,209,874,1079,469,825
0,42:30.0,52630,1622,1972,0,5,188,880,1119,397,818
0,42:30.0,1,1593,1909,0,5,204,870,1073,379,827
0,42:30.0,2,1614,1982,0,5,215,874,1083,385,831
0,42:30.0,52630,1624,1974,0,5,186,883,1117,400,817
0,42:30.1,1,1593,1911,0,5,203,874,1074,375,819
0,42:30.1,2,1613,1978,0,5,210,875,1081,503,831
0,42:30.1,52630,1624,1974,0,5,186,882,1116,400,816
0,42:30.2,1,1594,1912,0,5,209,870,1071,375,821
0,42:30.2,2,1614,1985,0,5,208,876,1080,415,824
0,42:30.2,52630,1621,1971,0,5,189,885,1120,399,817
0,42:30.2,1,1594,1913,0,5,203,874,1073,374,819
0,42:30.2,2,1613,1981,0,5,209,876,1082,415,827
0,42:30.2,52630,1618,1968,0,5,185,887,1118,400,815
0,42:30.2,1,1594,1911,0,5,203,869,1071,373,820
0,42:30.2,2,1613,1979,0,5,208,874,1082,448,820
0,42:30.2,52630,1620,1970,0,5,188,886,1118,398,817
0,42:30.3,1,1594,1911,0,5,204,869,1070,376,827
0,42:30.3,2,1614,1991,0,5,210,872,1080,408,821
0,42:30.3,52630,1622,1971,0,5,191,880,1118,401,819
0,42:30.3,1,1593,1909,0,5,205,871,1069,372,823
0,42:30.3,2,1615,1994,0,5,213,877,1083,420,827
0,42:30.3,52630,1623,1973,0,5,189,883,1116,398,820
0,42:30.3,1,1593,1910,0,5,203,871,1075,371,825
0,42:30.3,2,1615,1991,0,5,212,872,1082,460,829
0,42:30.3,52630,1620,1971,0,5,186,882,1114,398,815
0,42:30.3,1,1593,1910,0,5,204,871,1070,375,825
0,42:30.3,2,1614,1986,0,5,210,874,1079,409,826
0,42:30.3,52630,1617,1969,0,5,186,881,1117,399,816
0,42:30.4,1,1594,1911,0,5,204,872,1070,376,827
0,42:30.4,2,1613,1983,0,5,212,875,1078,402,820
0,42:30.4,52630,1620,1971,0,5,188,888,1117,400,816
0,42:30.4,1,1594,1911,0,5,203,873,1070,377,833
0,42:30.4,2,1613,1980,0,5,212,877,1085,408,824
0,42:30.4,52630,1621,1973,0,5,187,886,1119,403,818
0,42:30.4,1,1594,1913,0,5,203,872,1074,376,824
0,42:30.4,2,1613,1977,0,5,210,872,1080,407,820
0,42:30.4,52630,1623,1974,0,5,187,882,1118,401,817
0,42:30.5,1,1594,1913,0,5,204,875,1073,374,826
0,42:30.5,2,1613,1981,0,5,212,873,1078,440,819
