,position,anchor_1,anchor_2,anchor_3,anchor_4,anchor_5,tag
2485,2,,498.0,226.0,870.0,405.0,2
2486,2,,485.0,223.0,828.0,368.0,3
2487,2,,463.0,191.0,801.0,382.0,1
2488,2,,494.0,224.0,870.0,401.0,2
2489,2,,487.0,224.0,821.0,364.0,3
2490,2,,456.0,190.0,800.0,382.0,1
2491,2,,497.0,223.0,851.0,401.0,2
2492,2,,485.0,227.0,840.0,361.0,3
2493,2,,463.0,189.0,800.0,382.0,1
2494,2,,496.0,222.0,865.0,401.0,2
2495,2,,484.0,223.0,838.0,361.0,3
2496,2,,460.0,192.0,799.0,381.0,1
2497,2,,497.0,224.0,870.0,404.0,2
2498,2,,483.0,222.0,824.0,365.0,3
2499,2,,459.0,188.0,800.0,380.0,1
2500,2,,497.0,225.0,871.0,401.0,2
2501,2,,484.0,228.0,817.0,368.0,3
2502,2,,462.0,188.0,801.0,379.0,1
2503,2,,500.0,226.0,872.0,402.0,2
2504,2,,484.0,227.0,817.0,369.0,3
2505,2,,465.0,192.0,797.0,373.0,1
2506,2,,500.0,225.0,876.0,401.0,2
2507,2,,482.0,223.0,817.0,366.0,3
2508,2,,467.0,189.0,797.0,378.0,1
2509,2,,495.0,231.0,854.0,402.0,2
2510,2,,484.0,223.0,828.0,362.0,3
2511,2,,462.0,191.0,801.0,374.0,1
2512,2,,496.0,228.0,873.0,402.0,2
2513,2,,485.0,227.0,825.0,370.0,3
2514,2,,462.0,188.0,799.0,377.0,1
2515,2,,498.0,230.0,874.0,401.0,2
2516,2,,487.0,231.0,827.0,369.0,3
2517,2,,463.0,189.0,798.0,378.0,1
2518,2,,493.0,223.0,843.0,405.0,2
2519,2,,487.0,226.0,836.0,368.0,3
2520,2,,458.0,188.0,798.0,378.0,1
2521,2,,497.0,225.0,865.0,400.0,2
2522,2,,483.0,222.0,828.0,368.0,3
2523,2,,462.0,187.0,800.0,375.0,1
2524,2,,500.0,226.0,872.0,403.0,2
2525,2,,482.0,220.0,817.0,367.0,3
2526,2,,455.0,191.0,801.0,382.0,1
2527,2,,498.0,229.0,850.0,402.0,2
2528,2,,484.0,224.0,822.0,364.0,3
2529,2,,,187.0,800.0,380.0,1
2530,2,,,227.0,849.0,404.0,2
2531,2,,,230.0,817.0,368.0,3
2532,2,,,193.0,800.0,382.0,1
2533,2,,,224.0,866.0,402.0,2
2534,2,,,226.0,843.0,369.0,3
2535,2,,461.0,190.0,800.0,379.0,1
2536,2,,499.0,227.0,873.0,401.0,2
2537,2,,485.0,220.0,817.0,367.0,3
2538,2,,458.0,190.0,798.0,378.0,1
2539,2,,498.0,227.0,874.0,400.0,2
2540,2,,485.0,225.0,822.0,364.0,3
2541,2,,458.0,189.0,799.0,378.0,1
2542,2,,498.0,220.0,870.0,400.0,2
2543,2,,486.0,227.0,817.0,363.0,3
2544,2,,454.0,193.0,800.0,379.0,1
2545,2,,492.0,227.0,877.0,402.0,2
2546,2,,483.0,228.0,819.0,369.0,3
2547,2,,459.0,188.0,798.0,378.0,1
2548,2,,496.0,225.0,876.0,404.0,2
2549,2,,484.0,226.0,825.0,366.0,3
2550,2,,460.0,188.0,800.0,377.0,1
2551,2,,499.0,225.0,873.0,403.0,2
2552,2,,488.0,227.0,823.0,367.0,3
2553,2,,458.0,190.0,802.0,376.0,1
2554,2,,495.0,226.0,880.0,405.0,2
2555,2,,484.0,223.0,832.0,367.0,3
2556,2,,459.0,189.0,798.0,378.0,1
2557,2,,496.0,223.0,868.0,406.0,2
2558,2,,482.0,220.0,825.0,370.0,3
2559,2,,456.0,189.0,798.0,379.0,1
2560,2,,497.0,223.0,878.0,400.0,2
2561,2,,483.0,223.0,822.0,369.0,3
2562,2,,464.0,193.0,800.0,379.0,1
2563,2,,498.0,227.0,874.0,404.0,2
2564,2,,484.0,226.0,830.0,367.0,3
2565,2,,458.0,189.0,800.0,379.0,1
2566,2,,499.0,226.0,873.0,406.0,2
2567,2,,481.0,227.0,812.0,369.0,3
2568,2,,460.0,186.0,794.0,377.0,1
2569,2,,498.0,225.0,878.0,400.0,2
2570,2,,487.0,225.0,817.0,372.0,3
2571,2,,465.0,188.0,798.0,374.0,1
2572,2,,496.0,226.0,872.0,401.0,2
2573,2,,485.0,229.0,826.0,362.0,3
2574,2,,460.0,191.0,802.0,379.0,1
2575,2,,498.0,223.0,870.0,399.0,2
2576,2,,483.0,226.0,825.0,366.0,3
2577,2,,460.0,190.0,801.0,375.0,1
2578,2,,498.0,227.0,871.0,396.0,2
2579,2,,483.0,226.0,831.0,370.0,3
2580,2,,462.0,189.0,796.0,377.0,1
2581,2,,498.0,227.0,870.0,404.0,2
2582,2,,484.0,227.0,831.0,369.0,3
2583,2,,459.0,191.0,802.0,376.0,1
2584,2,,496.0,221.0,869.0,401.0,2
2585,2,,486.0,225.0,828.0,364.0,3
2586,2,,460.0,190.0,799.0,379.0,1
2587,2,,496.0,226.0,864.0,403.0,2
2588,2,,483.0,225.0,822.0,365.0,3
2589,2,,455.0,190.0,798.0,381.0,1
2590,2,,499.0,226.0,869.0,399.0,2
2591,2,,485.0,221.0,822.0,369.0,3
2592,2,,462.0,188.0,801.0,376.0,1
2593,2,,497.0,221.0,863.0,405.0,2
2594,2,,485.0,221.0,825.0,369.0,3
2595,2,,460.0,186.0,801.0,376.0,1
2596,2,,499.0,224.0,870.0,401.0,2
2597,2,,482.0,222.0,822.0,369.0,3
2598,2,,457.0,187.0,799.0,377.0,1
2599,2,,496.0,226.0,853.0,400.0,2
2600,2,,486.0,221.0,820.0,365.0,3
2601,2,,457.0,190.0,800.0,380.0,1
2602,2,,494.0,226.0,866.0,403.0,2
2603,2,,487.0,219.0,824.0,368.0,3
2604,2,,460.0,188.0,802.0,376.0,1
2605,2,,495.0,220.0,873.0,401.0,2
2606,2,,483.0,220.0,830.0,366.0,3
2607,2,,462.0,190.0,801.0,376.0,1
2608,2,,497.0,227.0,847.0,400.0,2
2609,2,,484.0,220.0,822.0,368.0,3
2610,2,,459.0,190.0,799.0,378.0,1
2611,2,,498.0,228.0,863.0,400.0,2
2612,2,,486.0,222.0,818.0,368.0,3
2613,2,,,191.0,801.0,383.0,1
2614,2,,,227.0,869.0,399.0,2
2615,2,,,226.0,824.0,363.0,3
2616,2,,458.0,189.0,794.0,381.0,1
2617,2,,498.0,225.0,868.0,402.0,2
2618,2,,482.0,224.0,819.0,368.0,3
2619,2,,455.0,189.0,799.0,378.0,1
2620,2,,498.0,222.0,857.0,401.0,2
2621,2,,485.0,224.0,821.0,369.0,3
2622,2,,453.0,189.0,796.0,373.0,1
2623,2,,495.0,226.0,864.0,403.0,2
2624,2,,485.0,223.0,816.0,366.0,3
2625,2,,457.0,188.0,800.0,377.0,1
2626,2,,498.0,223.0,869.0,401.0,2
2627,2,,486.0,223.0,821.0,369.0,3
2628,2,,458.0,191.0,804.0,379.0,1
2629,2,,499.0,225.0,864.0,399.0,2
2630,2,,483.0,226.0,819.0,368.0,3
2631,2,,460.0,189.0,798.0,381.0,1
2632,2,,499.0,227.0,877.0,404.0,2
2633,2,,486.0,227.0,820.0,364.0,3
2634,2,,458.0,190.0,798.0,379.0,1
2635,2,,496.0,227.0,867.0,399.0,2
2636,2,,484.0,231.0,821.0,370.0,3
2637,2,,456.0,187.0,799.0,382.0,1
2638,2,,495.0,229.0,840.0,400.0,2
2639,2,,487.0,227.0,819.0,367.0,3
2640,2,,,190.0,804.0,374.0,1
2641,2,,,223.0,864.0,399.0,2
2642,2,,,222.0,830.0,364.0,3
2643,2,,460.0,192.0,795.0,375.0,1
2644,2,,498.0,224.0,876.0,400.0,2
2645,2,,484.0,219.0,834.0,369.0,3
2646,2,,460.0,187.0,802.0,379.0,1
2647,2,,497.0,226.0,873.0,403.0,2
2648,2,,483.0,221.0,817.0,367.0,3
2649,2,,458.0,190.0,800.0,378.0,1
2650,2,,498.0,226.0,873.0,403.0,2
2651,2,,488.0,220.0,818.0,370.0,3
2652,2,,461.0,189.0,797.0,380.0,1
2653,2,,499.0,226.0,873.0,402.0,2
2654,2,,484.0,220.0,833.0,371.0,3
2655,2,,464.0,192.0,796.0,377.0,1
2656,2,,497.0,226.0,865.0,404.0,2
2657,2,,484.0,220.0,820.0,368.0,3
2658,2,,462.0,191.0,795.0,378.0,1
2659,2,,498.0,227.0,877.0,403.0,2
2660,2,,484.0,221.0,821.0,368.0,3
2661,2,,467.0,190.0,802.0,378.0,1
2662,2,,500.0,225.0,879.0,404.0,2
2663,2,,488.0,225.0,815.0,366.0,3
2664,2,,459.0,189.0,798.0,377.0,1
2665,2,,499.0,223.0,869.0,401.0,2
2666,2,,485.0,229.0,813.0,364.0,3
2667,2,,462.0,189.0,799.0,378.0,1
2668,2,,500.0,220.0,872.0,402.0,2
2669,2,,484.0,223.0,819.0,369.0,3
2670,2,,461.0,189.0,801.0,380.0,1
2671,2,,496.0,224.0,870.0,404.0,2
2672,2,,486.0,221.0,824.0,366.0,3
2673,2,,462.0,188.0,794.0,378.0,1
2674,2,,494.0,225.0,876.0,401.0,2
2675,2,,485.0,222.0,830.0,369.0,3
2676,2,,461.0,192.0,798.0,381.0,1
2677,2,,496.0,225.0,872.0,402.0,2
2678,2,,484.0,224.0,815.0,367.0,3
2679,2,,460.0,189.0,799.0,379.0,1
2680,2,,497.0,228.0,865.0,397.0,2
2681,2,,484.0,228.0,817.0,367.0,3
2682,2,,462.0,187.0,800.0,374.0,1
2683,2,,495.0,222.0,862.0,400.0,2
2684,2,,481.0,228.0,816.0,369.0,3
2685,2,,460.0,188.0,796.0,378.0,1
2686,2,,501.0,226.0,872.0,405.0,2
2687,2,,486.0,224.0,832.0,369.0,3
2688,2,,459.0,191.0,796.0,380.0,1
2689,2,,498.0,225.0,873.0,397.0,2
2690,2,,485.0,220.0,819.0,371.0,3
2691,2,,462.0,187.0,799.0,383.0,1
2692,2,,499.0,219.0,845.0,405.0,2
2693,2,,482.0,221.0,828.0,367.0,3
2694,2,,459.0,189.0,802.0,379.0,1
2695,2,,496.0,225.0,863.0,404.0,2
2696,2,,487.0,228.0,836.0,371.0,3
2697,2,,462.0,187.0,798.0,379.0,1
2698,2,,497.0,227.0,866.0,401.0,2
2699,2,,486.0,224.0,822.0,366.0,3
2700,2,,458.0,190.0,803.0,376.0,1
2701,2,,497.0,223.0,851.0,401.0,2
2702,2,,485.0,218.0,817.0,368.0,3
2703,2,,462.0,186.0,801.0,372.0,1
2704,2,,497.0,225.0,865.0,400.0,2
2705,2,,486.0,224.0,830.0,367.0,3
2706,2,,458.0,186.0,797.0,378.0,1
2707,2,,495.0,225.0,872.0,398.0,2
2708,2,,485.0,230.0,833.0,368.0,3
2709,2,,456.0,187.0,797.0,379.0,1
2710,2,,497.0,230.0,871.0,402.0,2
2711,2,,484.0,228.0,818.0,369.0,3
2712,2,,460.0,191.0,802.0,380.0,1
2713,2,,501.0,223.0,870.0,403.0,2
2714,2,,483.0,224.0,829.0,365.0,3
2715,2,,464.0,186.0,802.0,375.0,1
2716,2,,499.0,225.0,870.0,399.0,2
2717,2,,483.0,223.0,834.0,370.0,3
2718,2,,465.0,189.0,801.0,375.0,1
2719,2,,494.0,225.0,870.0,403.0,2
2720,2,,481.0,229.0,831.0,363.0,3
2721,2,,459.0,189.0,797.0,377.0,1
2722,2,,495.0,226.0,873.0,405.0,2
2723,2,,484.0,229.0,825.0,369.0,3
2724,2,,461.0,188.0,798.0,377.0,1
2725,2,,498.0,225.0,860.0,401.0,2
2726,2,,484.0,221.0,826.0,367.0,3
2727,2,,460.0,189.0,801.0,381.0,1
2728,2,,501.0,225.0,867.0,402.0,2
2729,2,,481.0,227.0,820.0,368.0,3
2730,2,,460.0,185.0,797.0,380.0,1
2731,2,,498.0,220.0,868.0,400.0,2
2732,2,,482.0,223.0,828.0,361.0,3
2733,2,,456.0,187.0,801.0,382.0,1
2734,2,,494.0,219.0,870.0,400.0,2
2735,2,,485.0,219.0,824.0,367.0,3
2736,2,,455.0,191.0,800.0,375.0,1
2737,2,,495.0,221.0,867.0,399.0,2
2738,2,,484.0,225.0,832.0,363.0,3
2739,2,,459.0,189.0,804.0,375.0,1
2740,2,,497.0,221.0,870.0,400.0,2
2741,2,,488.0,229.0,827.0,367.0,3
2742,2,,462.0,190.0,799.0,380.0,1
2743,2,,499.0,227.0,879.0,405.0,2
2744,2,,487.0,226.0,831.0,365.0,3
2745,2,,465.0,189.0,804.0,379.0,1
2746,2,,493.0,227.0,861.0,404.0,2
2747,2,,485.0,221.0,813.0,371.0,3
2748,2,,458.0,191.0,801.0,381.0,1
2749,2,,492.0,223.0,872.0,403.0,2
2750,2,,488.0,226.0,822.0,364.0,3
2751,2,,458.0,189.0,802.0,376.0,1
2752,2,,494.0,224.0,848.0,401.0,2
2753,2,,484.0,225.0,821.0,369.0,3
2754,2,,458.0,191.0,793.0,381.0,1
2755,2,,498.0,227.0,856.0,402.0,2
2756,2,,484.0,224.0,819.0,360.0,3
2757,2,,463.0,192.0,798.0,378.0,1
2758,2,,499.0,227.0,865.0,401.0,2
2759,2,,484.0,230.0,821.0,366.0,3
2760,2,,460.0,190.0,800.0,380.0,1
2761,2,,500.0,225.0,873.0,401.0,2
2762,2,,484.0,222.0,822.0,368.0,3
2763,2,,461.0,190.0,800.0,381.0,1
2764,2,,497.0,222.0,867.0,404.0,2
2765,2,,484.0,229.0,823.0,369.0,3
2766,2,,461.0,186.0,800.0,379.0,1
2767,2,,498.0,226.0,866.0,400.0,2
2768,2,,484.0,222.0,816.0,365.0,3
2769,2,,460.0,189.0,802.0,381.0,1
2770,2,,499.0,223.0,869.0,401.0,2
2771,2,,485.0,223.0,819.0,366.0,3
2772,2,,459.0,186.0,795.0,380.0,1
2773,2,,498.0,226.0,867.0,405.0,2
2774,2,,485.0,227.0,836.0,367.0,3
2775,2,,466.0,190.0,804.0,379.0,1
2776,2,,496.0,227.0,865.0,406.0,2
2777,2,,487.0,226.0,825.0,367.0,3
2778,2,,464.0,192.0,800.0,376.0,1
2779,2,,493.0,226.0,868.0,403.0,2
2780,2,,485.0,223.0,828.0,369.0,3
2781,2,,462.0,190.0,796.0,379.0,1
2782,2,,495.0,226.0,867.0,404.0,2
2783,2,,484.0,227.0,821.0,365.0,3
2784,2,,463.0,186.0,802.0,377.0,1
2785,2,,496.0,230.0,868.0,403.0,2
2786,2,,485.0,223.0,821.0,366.0,3
2787,2,,462.0,187.0,804.0,378.0,1
2788,2,,498.0,224.0,873.0,401.0,2
2789,2,,488.0,226.0,830.0,367.0,3
2790,2,,454.0,188.0,800.0,379.0,1
2791,2,,499.0,222.0,870.0,401.0,2
2792,2,,483.0,223.0,827.0,365.0,3
2793,2,,458.0,189.0,801.0,377.0,1
2794,2,,498.0,223.0,876.0,407.0,2
2795,2,,484.0,229.0,825.0,369.0,3
2796,2,,461.0,190.0,801.0,374.0,1
2797,2,,498.0,223.0,879.0,398.0,2
2798,2,,487.0,223.0,825.0,370.0,3
2799,2,,461.0,188.0,798.0,380.0,1
2800,2,,495.0,228.0,875.0,402.0,2
2801,2,,483.0,223.0,833.0,370.0,3
2802,2,,466.0,189.0,799.0,382.0,1
2803,2,,499.0,224.0,878.0,402.0,2
2804,2,,483.0,224.0,825.0,366.0,3
2805,2,,461.0,190.0,801.0,376.0,1
2806,2,,499.0,225.0,867.0,402.0,2
2807,2,,487.0,225.0,821.0,369.0,3
2808,2,,459.0,189.0,798.0,375.0,1
2809,2,,499.0,223.0,872.0,403.0,2
2810,2,,486.0,226.0,821.0,368.0,3
2811,2,,458.0,191.0,799.0,377.0,1
2812,2,,496.0,222.0,873.0,403.0,2
2813,2,,483.0,225.0,820.0,367.0,3
2814,2,,459.0,189.0,804.0,380.0,1
2815,2,,497.0,225.0,871.0,402.0,2
2816,2,,483.0,227.0,840.0,367.0,3
2817,2,,462.0,185.0,802.0,380.0,1
2818,2,,498.0,225.0,871.0,400.0,2
2819,2,,484.0,223.0,819.0,363.0,3
2820,2,,459.0,187.0,796.0,380.0,1
2821,2,,497.0,232.0,876.0,404.0,2
2822,2,,484.0,223.0,821.0,369.0,3
2823,2,,461.0,189.0,799.0,378.0,1
2824,2,,494.0,226.0,874.0,402.0,2
2825,2,,486.0,227.0,822.0,369.0,3
2826,2,,460.0,189.0,802.0,379.0,1
2827,2,,497.0,229.0,847.0,401.0,2
2828,2,,483.0,225.0,823.0,369.0,3
2829,2,,463.0,190.0,797.0,381.0,1
2830,2,,499.0,226.0,867.0,404.0,2
2831,2,,484.0,222.0,821.0,369.0,3
2832,2,,465.0,190.0,800.0,375.0,1
2833,2,,499.0,226.0,874.0,403.0,2
2834,2,,486.0,226.0,840.0,368.0,3
2835,2,,464.0,192.0,799.0,373.0,1
2836,2,,498.0,225.0,870.0,401.0,2
2837,2,,485.0,220.0,816.0,366.0,3
2838,2,,462.0,188.0,801.0,378.0,1
2839,2,,495.0,225.0,871.0,398.0,2
2840,2,,485.0,228.0,812.0,368.0,3
2841,2,,462.0,189.0,800.0,381.0,1
2842,2,,496.0,225.0,875.0,401.0,2
2843,2,,482.0,227.0,818.0,363.0,3
2844,2,,461.0,186.0,797.0,382.0,1
2845,2,,495.0,222.0,872.0,401.0,2
2846,2,,481.0,225.0,817.0,370.0,3
2847,2,,466.0,189.0,801.0,378.0,1
2848,2,,498.0,220.0,878.0,400.0,2
2849,2,,485.0,226.0,842.0,367.0,3
2850,2,,462.0,189.0,801.0,374.0,1
2851,2,,496.0,223.0,866.0,404.0,2
2852,2,,485.0,223.0,819.0,365.0,3
2853,2,,463.0,188.0,798.0,376.0,1
2854,2,,498.0,220.0,904.0,403.0,2
2855,2,,489.0,226.0,836.0,371.0,3
2856,2,,466.0,187.0,800.0,382.0,1
2857,2,,499.0,221.0,875.0,400.0,2
2858,2,,484.0,223.0,830.0,362.0,3
2859,2,,461.0,190.0,802.0,379.0,1
2860,2,,499.0,229.0,874.0,403.0,2
2861,2,,484.0,225.0,817.0,366.0,3
2862,2,,460.0,188.0,802.0,378.0,1
2863,2,,497.0,222.0,878.0,403.0,2
2864,2,,485.0,223.0,819.0,370.0,3
2865,2,,459.0,190.0,800.0,381.0,1
2866,2,,494.0,227.0,864.0,402.0,2
2867,2,,485.0,227.0,823.0,367.0,3
2868,2,,456.0,189.0,801.0,384.0,1
2869,2,,498.0,223.0,874.0,401.0,2
2870,2,,484.0,225.0,831.0,369.0,3
2871,2,,459.0,188.0,804.0,383.0,1
2872,2,,494.0,221.0,868.0,402.0,2
2873,2,,484.0,221.0,822.0,368.0,3
2874,2,,463.0,188.0,797.0,375.0,1
2875,2,,493.0,225.0,879.0,403.0,2
2876,2,,483.0,224.0,819.0,363.0,3
2877,2,,462.0,189.0,797.0,379.0,1
2878,2,,494.0,228.0,862.0,400.0,2
2879,2,,482.0,223.0,819.0,364.0,3
2880,2,,460.0,186.0,799.0,379.0,1
2881,2,,497.0,221.0,869.0,399.0,2
2882,2,,481.0,223.0,830.0,373.0,3
2883,2,,460.0,189.0,799.0,381.0,1
2884,2,,499.0,226.0,870.0,405.0,2
2885,2,,483.0,230.0,824.0,369.0,3
2886,2,,461.0,189.0,798.0,381.0,1
2887,2,,500.0,226.0,870.0,403.0,2
2888,2,,488.0,223.0,816.0,365.0,3
2889,2,,466.0,189.0,801.0,379.0,1
2890,2,,499.0,224.0,876.0,401.0,2
2891,2,,487.0,226.0,831.0,368.0,3
2892,2,,462.0,190.0,800.0,378.0,1
2893,2,,498.0,223.0,870.0,401.0,2
2894,2,,484.0,222.0,829.0,363.0,3
2895,2,,463.0,189.0,798.0,375.0,1
2896,2,,494.0,227.0,877.0,405.0,2
2897,2,,483.0,226.0,840.0,366.0,3
2898,2,,466.0,190.0,801.0,377.0,1
2899,2,,494.0,227.0,864.0,405.0,2
2900,2,,485.0,227.0,831.0,371.0,3
2901,2,,466.0,190.0,797.0,380.0,1
2902,2,,496.0,226.0,872.0,404.0,2
2903,2,,484.0,224.0,820.0,369.0,3
2904,2,,464.0,190.0,801.0,382.0,1
2905,2,,495.0,229.0,878.0,403.0,2
2906,2,,483.0,224.0,823.0,365.0,3
2907,2,,458.0,190.0,800.0,383.0,1
2908,2,,495.0,226.0,878.0,401.0,2
2909,2,,483.0,226.0,834.0,364.0,3
2910,2,,464.0,188.0,799.0,378.0,1
2911,2,,493.0,224.0,868.0,404.0,2
2912,2,,483.0,224.0,835.0,368.0,3
2913,2,,463.0,188.0,799.0,378.0,1
2914,2,,499.0,226.0,876.0,402.0,2
2915,2,,487.0,221.0,820.0,369.0,3
2916,2,,469.0,189.0,803.0,377.0,1
2917,2,,498.0,224.0,870.0,401.0,2
2918,2,,487.0,225.0,836.0,364.0,3
2919,2,,462.0,190.0,795.0,379.0,1
2920,2,,499.0,223.0,872.0,401.0,2
2921,2,,484.0,226.0,828.0,369.0,3
2922,2,,463.0,190.0,802.0,377.0,1
2923,2,,499.0,226.0,868.0,401.0,2
2924,2,,484.0,224.0,828.0,370.0,3
2925,2,,462.0,187.0,800.0,380.0,1
2926,2,,498.0,229.0,875.0,398.0,2
2927,2,,483.0,224.0,816.0,364.0,3
2928,2,,459.0,189.0,802.0,379.0,1
2929,2,,497.0,223.0,872.0,402.0,2
2930,2,,484.0,225.0,829.0,366.0,3
2931,2,,462.0,189.0,800.0,378.0,1
2932,2,,498.0,222.0,882.0,402.0,2
2933,2,,486.0,223.0,826.0,369.0,3
2934,2,,464.0,189.0,801.0,379.0,1
2935,2,,498.0,226.0,877.0,399.0,2
2936,2,,483.0,222.0,833.0,368.0,3
2937,2,,462.0,191.0,801.0,381.0,1
2938,2,,497.0,226.0,866.0,400.0,2
2939,2,,484.0,225.0,841.0,367.0,3
2940,2,,463.0,190.0,796.0,380.0,1
2941,2,,496.0,227.0,845.0,404.0,2
2942,2,,484.0,224.0,833.0,368.0,3
2943,2,,458.0,189.0,798.0,376.0,1
2944,2,,498.0,227.0,873.0,403.0,2
2945,2,,486.0,226.0,811.0,367.0,3
2946,2,,464.0,189.0,799.0,376.0,1
2947,2,,495.0,224.0,873.0,403.0,2
2948,2,,488.0,223.0,828.0,370.0,3
2949,2,,462.0,190.0,799.0,381.0,1
2950,2,,495.0,228.0,874.0,404.0,2
2951,2,,486.0,223.0,830.0,366.0,3
2952,2,,462.0,189.0,795.0,380.0,1
2953,2,,496.0,224.0,868.0,397.0,2
2954,2,,483.0,227.0,824.0,364.0,3
2955,2,,462.0,189.0,797.0,376.0,1
2956,2,,495.0,225.0,873.0,399.0,2
2957,2,,484.0,224.0,820.0,370.0,3
2958,2,,458.0,189.0,801.0,377.0,1
2959,2,,496.0,223.0,873.0,402.0,2
2960,2,,484.0,223.0,826.0,374.0,3
2961,2,,460.0,189.0,803.0,381.0,1
2962,2,,496.0,225.0,871.0,404.0,2
2963,2,,482.0,225.0,825.0,370.0,3
2964,2,,459.0,190.0,797.0,381.0,1
2965,2,,498.0,227.0,871.0,403.0,2
2966,2,,483.0,225.0,837.0,366.0,3
2967,2,,463.0,190.0,803.0,377.0,1
2968,2,,496.0,227.0,869.0,399.0,2
2969,2,,482.0,224.0,833.0,363.0,3
2970,2,,457.0,187.0,800.0,375.0,1
2971,2,,497.0,225.0,868.0,402.0,2
2972,2,,484.0,226.0,822.0,365.0,3
2973,2,,457.0,188.0,796.0,380.0,1
2974,2,,495.0,227.0,865.0,402.0,2
2975,2,,484.0,225.0,815.0,373.0,3
2976,2,,460.0,190.0,802.0,378.0,1
2977,2,,496.0,228.0,850.0,405.0,2
2978,2,,483.0,223.0,826.0,370.0,3
2979,2,,462.0,189.0,801.0,380.0,1
2980,2,,499.0,228.0,870.0,402.0,2
2981,2,,483.0,226.0,826.0,365.0,3
2982,2,,459.0,187.0,801.0,377.0,1
2983,2,,498.0,227.0,869.0,401.0,2
2984,2,,484.0,226.0,825.0,369.0,3
2985,2,,464.0,190.0,797.0,381.0,1
2986,2,,500.0,222.0,873.0,401.0,2
2987,2,,483.0,225.0,823.0,366.0,3
2988,2,,463.0,188.0,799.0,376.0,1
2989,2,,498.0,223.0,873.0,402.0,2
2990,2,,482.0,224.0,822.0,370.0,3
2991,2,,462.0,189.0,801.0,378.0,1
2992,2,,499.0,224.0,873.0,404.0,2
2993,2,,482.0,222.0,822.0,369.0,3
2994,2,,462.0,189.0,799.0,382.0,1
2995,2,,499.0,222.0,871.0,405.0,2
2996,2,,485.0,223.0,825.0,363.0,3
2997,2,,461.0,189.0,801.0,382.0,1
2998,2,,495.0,224.0,869.0,400.0,2
2999,2,,483.0,222.0,821.0,366.0,3
3000,2,,463.0,192.0,802.0,375.0,1
3001,2,,494.0,222.0,845.0,400.0,2
3002,2,,484.0,222.0,827.0,362.0,3
3003,2,,462.0,191.0,802.0,377.0,1
3004,2,,499.0,223.0,864.0,401.0,2
3005,2,,484.0,225.0,825.0,370.0,3
3006,2,,463.0,188.0,802.0,381.0,1
3007,2,,499.0,223.0,871.0,401.0,2
3008,2,,484.0,226.0,818.0,367.0,3
3009,2,,461.0,191.0,802.0,378.0,1
3010,2,,498.0,226.0,856.0,402.0,2
3011,2,,481.0,228.0,823.0,366.0,3
3012,2,,460.0,189.0,799.0,380.0,1
3013,2,,498.0,224.0,869.0,402.0,2
3014,2,,483.0,227.0,820.0,365.0,3
3015,2,,463.0,189.0,796.0,383.0,1
3016,2,,501.0,227.0,870.0,404.0,2
3017,2,,482.0,227.0,826.0,367.0,3
3018,2,,458.0,189.0,800.0,380.0,1
3019,2,,499.0,227.0,871.0,400.0,2
3020,2,,485.0,226.0,819.0,368.0,3
3021,2,,457.0,192.0,800.0,378.0,1
3022,2,,497.0,226.0,867.0,404.0,2
3023,2,,482.0,224.0,820.0,369.0,3
3024,2,,459.0,192.0,797.0,378.0,1
3025,2,,496.0,225.0,875.0,400.0,2
3026,2,,482.0,225.0,818.0,370.0,3
3027,2,,458.0,187.0,800.0,379.0,1
3028,2,,493.0,227.0,870.0,403.0,2
3029,2,,486.0,224.0,817.0,369.0,3
3030,2,,458.0,189.0,802.0,375.0,1
3031,2,,494.0,224.0,857.0,402.0,2
3032,2,,486.0,225.0,817.0,369.0,3
3033,2,,453.0,189.0,797.0,376.0,1
3034,2,,495.0,224.0,878.0,400.0,2
3035,2,,486.0,223.0,819.0,367.0,3
3036,2,,455.0,187.0,796.0,381.0,1
3037,2,,493.0,222.0,870.0,405.0,2
3038,2,,488.0,225.0,817.0,363.0,3
3039,2,,459.0,191.0,801.0,377.0,1
3040,2,,497.0,222.0,869.0,401.0,2
3041,2,,486.0,224.0,819.0,365.0,3
3042,2,,462.0,186.0,802.0,379.0,1
3043,2,,498.0,228.0,871.0,400.0,2
3044,2,,487.0,226.0,840.0,366.0,3
3045,2,,461.0,189.0,797.0,380.0,1
3046,2,,500.0,226.0,876.0,403.0,2
3047,2,,486.0,228.0,820.0,373.0,3
3048,2,,458.0,190.0,795.0,375.0,1
3049,2,,495.0,230.0,869.0,404.0,2
3050,2,,485.0,229.0,826.0,367.0,3
3051,2,,460.0,191.0,801.0,381.0,1
3052,2,,494.0,232.0,875.0,400.0,2
3053,2,,489.0,226.0,818.0,366.0,3
3054,2,,459.0,188.0,798.0,381.0,1
3055,2,,498.0,225.0,869.0,398.0,2
3056,2,,490.0,228.0,819.0,365.0,3
3057,2,,457.0,189.0,800.0,383.0,1
3058,2,,498.0,222.0,873.0,399.0,2
3059,2,,484.0,223.0,822.0,369.0,3
3060,2,,458.0,190.0,802.0,376.0,1
3061,2,,497.0,226.0,871.0,399.0,2
3062,2,,482.0,226.0,820.0,362.0,3
3063,2,,465.0,187.0,792.0,379.0,1
3064,2,,499.0,224.0,871.0,400.0,2
3065,2,,481.0,228.0,813.0,363.0,3
3066,2,,461.0,188.0,800.0,382.0,1
3067,2,,500.0,223.0,868.0,403.0,2
